Key,English,Filipino
CLIENT_HELP_INC_000443,"Dashes forward with a burning fist, striking the enemy.",Sumusugod pasulong na may naglalagablab na kamao at tinatamaan ang kalaban.
CLIENT_HELP_INC_000444,Asmodeus,Asmodeus
CLIENT_HELP_INC_000445,Increases the attack power bonus of knuckles.,Pinapataas ang attack power bonus ng knuckles.
CLIENT_HELP_INC_000446,Baraqijal Esna,Baraqijal Esna
CLIENT_HELP_INC_000447,"When the skill works, it reduces the monsters defense and increases the monsters attack power.",Kapag gumana ang skill pinapababa ang depensa ng monsters at pinapataas ang attack power nila.
CLIENT_HELP_INC_000448,Grvub Tialbold,Grvub Tialbold
CLIENT_HELP_INC_000449,An energy wave deals damage to all monsters around the caster.,Isang energy wave na nagdudulot ng damage sa lahat ng monsters sa paligid ng caster.
CLIENT_HELP_INC_000450,Sonic Hand,Sonic Hand
CLIENT_HELP_INC_000451,Uses a knuckle hammer to strike with deadly speed.,Gumagamit ng knuckle hammer para tumama nang napakabilis.
CLIENT_HELP_INC_000452,Asalraalaikum,Asalraalaikum
CLIENT_HELP_INC_000453,"Strikes the enemy with concentrated power, consumes all MP.",Tinatamaan ang kalaban ng concentrated power at ginagamit lahat ng MP.
CLIENT_HELP_INC_000454,Elementor,Elementor
CLIENT_HELP_INC_000455,"The first job class for Magicians, they use staves like Magicians. They specialize in magic effecting large numbers of enemies at once.",Unang job class para sa Magicians; gumagamit ng staves. Dalubhasa sa magic na tumatamaan ng maraming kalaban sabay sabay.
CLIENT_HELP_INC_000456,Firebird,Firebird
CLIENT_HELP_INC_000457,A fireball strikes the enemy.,Isang fireball na tumatama sa kalaban.
CLIENT_HELP_INC_000458,Burning Field,Burning Field
CLIENT_HELP_INC_000459,Sheets of flame burn the enemy for a period of time.,Mga alon ng apoy na sinusunog ang kalaban sa loob ng ilang sandali.
CLIENT_HELP_INC_000460,Fire Mastery,Fire Mastery
CLIENT_HELP_INC_000461,Increases damage done by fire skills.,Pinapataas ang damage ng fire skills.
CLIENT_HELP_INC_000462,Stone Spear,Stone Spear
CLIENT_HELP_INC_000463,A spear made of rock strikes the enemy.,Isang sibat na gawa sa bato ang tumatama sa kalaban.
CLIENT_HELP_INC_000464,Earthquake,Earthquake
CLIENT_HELP_INC_000465,Make a huge earthquake which deals a large amount of damage.,Nagdudulot ng malakas na lindol na malaki ang damage.
CLIENT_HELP_INC_000466,Earth Mastery,Earth Mastery
CLIENT_HELP_INC_000467,Increases damage done by earth skills.,Pinapataas ang damage ng earth skills.
CLIENT_HELP_INC_000468,Void,Void
CLIENT_HELP_INC_000469,Strong Wind damage is dealt to a single target.,Malakas na Wind damage sa iisang target.
CLIENT_HELP_INC_000470,Windfield,Windfield
CLIENT_HELP_INC_000471,A strong wind slows all enemies around the caster for a period of time.,Malakas na hangin na nagpapabagal sa lahat ng kalaban sa paligid ng caster.
CLIENT_HELP_INC_000472,Wind Mastery,Wind Mastery
CLIENT_HELP_INC_000473,Increases damage done by wind skills.,Pinapataas ang damage ng wind skills.
CLIENT_HELP_INC_000474,Thunder Strike,Thunder Strike
CLIENT_HELP_INC_000475,Strong Lightning damage is dealt to a single target.,Malakas na Lightning damage sa iisang target.
CLIENT_HELP_INC_000476,Electric Shock,Electric Shock
CLIENT_HELP_INC_000477,"Deals lightning damage to all enemies around the caster, also lowering their defense temporarily.",Nagdudulot ng lightning damage sa lahat ng kalaban sa paligid at pansamantalang pinapababa ang depensa nila.
CLIENT_HELP_INC_000478,Lightning Mastery,Lightning Mastery
CLIENT_HELP_INC_000479,Increases damage done by lightning skills.,Pinapataas ang damage ng lightning skills.
CLIENT_HELP_INC_000480,Iceshark,Iceshark
CLIENT_HELP_INC_000481,A shark made of ice strikes the enemy.,Isang pating na gawa sa yelo ang tumatama sa kalaban.
CLIENT_HELP_INC_000482,Poison Cloud,Poison Cloud
CLIENT_HELP_INC_000483,"A poison cloud engulfs the enemy, dealing poison and wind damage.",Isang ulap ng poison ang sumasakop sa kalaban; nagdudulot ng poison at wind damage.
CLIENT_HELP_INC_000484,Water Mastery,Water Mastery
CLIENT_HELP_INC_000485,Increases damage done by water skills.,Pinapataas ang damage ng water skills.
CLIENT_HELP_INC_000486,Meteo Shower,Meteo Shower
CLIENT_HELP_INC_000487,"Meteors strike all the enemies in a certain area, dealing fire and earth damage.",Mga meteor na tumatama sa lahat ng kalaban sa isang area; nagdudulot ng fire at earth damage.
CLIENT_HELP_INC_000488,Lightning Storm,Lightning Storm
CLIENT_HELP_INC_000489,Lightning and wind damage is dealt to all enemies in the area of effect.,Nagbibigay ng lightning at wind damage sa lahat ng kalaban sa area of effect.
CLIENT_HELP_INC_000490,Sandstorm,Sandstorm
CLIENT_HELP_INC_000491,"A sand storm strikes all the enemies in a certain area, dealing wind and earth damage.",Isang sand storm ang tumatama sa lahat ng kalaban sa isang area; nagdudulot ng wind at earth damage.
CLIENT_HELP_INC_000492,Blizzard,Blizzard
CLIENT_HELP_INC_000493,"A blizzard strikes all the enemies in a certain area, dealing earth and water damage as well as stunning them.",Isang blizzard ang tumatama sa lahat ng kalaban sa isang area; nagdudulot ng earth at water damage at maaari ring ma-stun sila.
CLIENT_HELP_INC_000494,Psykeeper,Psykeeper
CLIENT_HELP_INC_000495,"The second job class for Magicians, they use a wand like a Magician. They specialize in magic attacks that assault the mind of the enemy.",Second job class para sa Magicians; gumagamit ng wand at dalubhasa sa magic na sumasalakay sa isip ng kalaban.
CLIENT_HELP_INC_000496,Demonology,Demonology
CLIENT_HELP_INC_000497,"Deals damage to the mind of the enemy, by creating illusions of devils.",Nagdudulot ng damage sa isip ng kalaban sa pamamagitan ng paglikha ng ilusyon ng mga demonyo.
CLIENT_HELP_INC_000498,Satanology,Satanology
CLIENT_HELP_INC_000499,"Confuses the enemy, and binds them in place for a certain amount of time.",Nililito ang kalaban at pinipigil ito sa lugar sa loob ng ilang sandali.
CLIENT_HELP_INC_000500,Psychic Bomb,Psychic Bomb
CLIENT_HELP_INC_000501,"Builds up spiritual power, and releases it to do massive damage.",Nag-iipon ng spiritual power at inilalabas ito para magdulot ng malakas na damage.
CLIENT_HELP_INC_000502,Spirit Bomb,Spirit Bomb
CLIENT_HELP_INC_000503,"Collapse the spirit of the enemy, deals damage based on MP.",Sumisira sa espiritu ng kalaban; damage batay sa MP.
CLIENT_HELP_INC_000504,Psychic Wall,Psychic Wall
CLIENT_HELP_INC_000505,Creates a psychic barrier in front of the caster that the monster cannot pass.,Lumilikha ng psychic barrier sa harap ng caster na hindi malalampasan ng monster.
CLIENT_HELP_INC_000506,Crucio Spell,Crucio Spell
CLIENT_HELP_INC_000507,"Gives a certain chance to reflect skill and magic attacks, at double damage.",May tsansang i-reflect ang skill at magic attacks pabalik sa doble ang damage.
CLIENT_HELP_INC_000508,Maximum Crisis,Maximum Crisis
CLIENT_HELP_INC_000509,"If it works then it deals huge damage to the monster. If not, the caster takes the damage instead.",Kung gumana magdudulot ito ng napakalaking damage sa monster; kung hindi ang caster ang makakatanggap ng damage.
CLIENT_HELP_INC_000510,Psychic Square,Psychic Square
CLIENT_HELP_INC_000511,Dazzles the monster and deals a large amount of damage.,Nagdudulot ng matinding disorient at malaking damage sa monster.
CLIENT_HELP_INC_000512,Information of the ability,Information of the ability
CLIENT_HELP_INC_000513,This explains the information of various abilities that can be increased by growth of character.,Nagpapaliwanag ng impormasyon ng iba't ibang abilidang puwedeng tumaas habang lumalago ang karakter.
CLIENT_HELP_INC_000514,Name,Pangalan
CLIENT_HELP_INC_000515,The given name of the avatar/character.,Ang ibinigay na pangalan ng avatar o karakter.
CLIENT_HELP_INC_000516,Job,Trabaho
CLIENT_HELP_INC_000517,This shows the job/class that the player has chosen for his character.,Ipinapakita ang job o class na pinili ng player para sa kanyang karakter.
CLIENT_HELP_INC_000518,Level,Lebel
CLIENT_HELP_INC_000519,This increases according to the accumulated experience. You get new Stat Points and Skill Points for every level reached.,Tumataas ayon sa naipong experience. Makakakuha ka ng bagong Stat Points at Skill Points sa bawat level.
CLIENT_HELP_INC_000520,placholder 33,placholder 33
CLIENT_HELP_INC_000521,placholder 34,placholder 34
CLIENT_HELP_INC_000522,placholder 35,placholder 35
CLIENT_HELP_INC_000523,placholder 36,placholder 36
CLIENT_HELP_INC_000524,Strength,Strength
CLIENT_HELP_INC_000525,Weapon attack rate increases except for wands and bows.,Pinapataas ang weapon attack rate maliban sa wands at bows.
CLIENT_HELP_INC_000526,Stamina,Stamina
CLIENT_HELP_INC_000527,"Affects HP, FP, Defense and HP/FP restoration rate.",Nakakaapekto sa HP; FP; Defense at rate ng HP/FP restoration.
CLIENT_HELP_INC_000528,Dexterity,Dexterity
CLIENT_HELP_INC_000529,"Affects accuracy, attack speed, dodge rate, block rate, critical chance and bow attack power.",Nakakaapekto sa accuracy; attack speed; dodge rate; block rate; critical chance at bow attack power.
CLIENT_HELP_INC_000530,Intelligence,Intelligence
CLIENT_HELP_INC_000531,"Affects maximum MP, MP restoration amount, magic power and magic defense.",Nakakaapekto sa maximum MP; MP restoration amount; magic power at magic defense.
CLIENT_HELP_INC_000532,HP (life),HP (life)
CLIENT_HELP_INC_000533,This is the vitality of the character and the character will die if it reaches 0. You can recover it with food and pill items.,Ang vitality ng karakter; mamamatay ang karakter kapag umabot sa 0. Pwede itong i-recover gamit ang food at pill items.
CLIENT_HELP_INC_000534,MP (spirit),MP (spirit)
CLIENT_HELP_INC_000535,"This is for using magic, you can revive it by drinking refresher.",Ginagamit para sa magic; nare-recover gamit ang refresher.
CLIENT_HELP_INC_000536,FP (endurance),FP (endurance)
CLIENT_HELP_INC_000537,This is needed to use physical skills. It can be replenished by resting/sitting down but it can be immediately recovered by using vitality drink items.,Kailangan para gumamit ng physical skills. Puwedeng ma-replenish sa resting o pag-upo; pwede ring mabawi agad gamit ang vitality drink items.
CLIENT_HELP_INC_000538,Exp (experience),Exp (experience)
CLIENT_HELP_INC_000539,This is required to raise the level of a character. It can be earned by killing monsters or through quests.,Kinakailangan para tumaas ang level ng karakter. Nakukuha sa pagpatay ng monsters o pagsasagawa ng quests.
CLIENT_HELP_INC_000540,Skills,Skills
CLIENT_HELP_INC_000541,Skills get stronger as you level and put more points into them.,Lumalakas ang skills habang tumataas ang level at naglalagay ng mas maraming points.
CLIENT_HELP_INC_000542,Stat points,Stat points
CLIENT_HELP_INC_000543,"This is the point you get when you level up. You can distribute the points to your STR,STA,DEX, and INT.",Punto na nakukuha kapag nag-level up. Maaari mong ilagay ang puntos sa STR; STA; DEX at INT.
CLIENT_HELP_INC_000544,Extra ability,Extra ability
CLIENT_HELP_INC_000545,"Some skills require you to become a Hero before being usable, and require special training to be leveled / trained.",May ilang skills na kailangan maging Hero muna bago magamit; at kailangan ng espesyal na training para i-level o i-train ang mga ito.
CLIENT_HELP_INC_000546,Attack,Atake
CLIENT_HELP_INC_000547,This shows the Attack Capacity of a character. The character’s equipment and supportive skills cast on the character also influences this.,Ipinapakita ang Attack Capacity ng karakter. Apektado ito ng equipment at supportive skills na naka-cast sa karakter.
CLIENT_HELP_INC_000548,Defense,Defense
CLIENT_HELP_INC_000549,This shows the Defense Capacity of a character. The character’s equipment and supportive skills cast on the character also influences this.,Ipinapakita ang Defense Capacity ng karakter. Apektado rin ito ng equipment at supportive skills.
CLIENT_HELP_INC_000550,Critical hit rate,Critical hit rate
CLIENT_HELP_INC_000551,This means how much chance you have to make a critical hit.,Nagpapakita ng tsansa mong makagawa ng critical hit.
CLIENT_HELP_INC_000552,Attack Speed,Attack Speed
CLIENT_HELP_INC_000553,This shows the Attack Rate of a character when attacking.,Ipinapakita ang rate ng pag-atake ng karakter.
CLIENT_HELP_INC_000554,Resisting power,Resisting power
CLIENT_HELP_INC_000555,This indicates how much “Reduced/Weakened magical damage” a character can receive.,Nagpapakita kung gaano kalakas ang kakayahan ng karakter na bawasan o pahinain ang magic damage.
CLIENT_HELP_INC_000556,Properties,Properties
CLIENT_HELP_INC_000557,There are 5 elemental properties or attributes that exist in FLYFF. Each of these properties has a strength and weakness. A player can achieve the highest possible damage when he uses a weapon which is imbued with the property that is the weakness of his enemy’s property.,May 5 elemental properties o attributes sa FLYFF. Bawat isa ay may kalakasan at kahinaan. Makakamit ang pinakamataas na damage kapag gumamit ng weapon na may property na kahinaan ng property ng kalaban.
CLIENT_HELP_INC_000558,Fire,Fire
CLIENT_HELP_INC_000559,Fire A property that is strong against the Wind property but is weak against the Water property.,Property na malakas laban sa Wind pero mahina sa Water.
CLIENT_HELP_INC_000560,Water,Water
CLIENT_HELP_INC_000561,Water. A property that is as strong against the Fire Property but is weak against the Electricity property.,Property na malakas laban sa Fire pero mahina sa Electricity.
CLIENT_HELP_INC_000562,Electricity,Electricity
CLIENT_HELP_INC_000563,A property that is strong against the Water Property but weak against the Earth Property.,Property na malakas laban sa Water pero mahina sa Earth.
CLIENT_HELP_INC_000564,Earth,Earth
CLIENT_HELP_INC_000565,earth A property that is strong against the Electricity Property but weak against the Wind Property.,Property na malakas laban sa Electricity pero mahina sa Wind.
CLIENT_HELP_INC_000566,Wind,Wind
CLIENT_HELP_INC_000567,A property that is strong against the Earth Property but weak against the Fire property.,Property na malakas laban sa Earth pero mahina sa Fire.
CLIENT_HELP_INC_000568,Enchant,Enchant
CLIENT_HELP_INC_000569,"Upgrading means making the item more powerful. Each item can be normally upgraded over 10 levels, and weapons / armor chest pieces can be elementally upgraded over 10 levels. If the upgrade fails, there is no penalty between levels 1 and 3, but from levels 4-10 the item will be lost.",Ang pag-upgrade ay ang pagpapalakas ng item. Karaniwang puwedeng i-upgrade ang item hanggang +10. Ang weapons at armor chest pieces puwedeng i-elemental upgrade hanggang +10. Kung pumalya ang upgrade walang penalty sa levels 1 hanggang 3; pero mula levels 4 hanggang 10 maaaring mawala ang item.
CLIENT_HELP_INC_000570,Attribute Enchant,Attribute Enchant
CLIENT_HELP_INC_000571,"Your item can receive an attribute modifier (visible in the name of the item) through various means, granting it extra STR, STA, DEX and/or INT.",Ang item ay puwedeng magkaroon ng attribute modifier na makikita sa pangalan ng item; nagbibigay ito ng dagdag na STR; STA; DEX at/o INT.
CLIENT_HELP_INC_000572,Fire Upgrade,Fire Upgrade
CLIENT_HELP_INC_000573,"When you refine an item with the Fire property, you’ll need a Fire Property Card. When an item is imbued with the Fire Property the item becomes weak to Water but stronger against Wind.",Kapag nirefine ang item sa Fire property kailangan ng Fire Property Card. Kapag may Fire Property ang item ito ay mahina laban sa Water pero mas malakas laban sa Wind.
CLIENT_HELP_INC_000574,Water Upgrade,Water Upgrade
CLIENT_HELP_INC_000575,"When you refine an item with the Water property, you’ll need a Water Property Card. When an item is imbued with the Water Property the item becomes weak to Electricity but stronger against Fire.",Kapag nirefine ang item sa Water property kailangan ng Water Property Card. Kapag may Water Property ang item ito ay mahina laban sa Electricity pero mas malakas laban sa Fire.
CLIENT_HELP_INC_000576,Electric Upgrade,Electric Upgrade
CLIENT_HELP_INC_000577,"When you refine an item with the Electricity property, you’ll need an Electricity Property Card. When an item is imbued with the Electricity Property the item becomes weak to Earth but stronger against Water.",Kapag nirefine ang item sa Electricity property kailangan ng Electricity Property Card. Kapag may Electricity Property ang item ito ay mahina laban sa Earth pero mas malakas laban sa Water.
CLIENT_HELP_INC_000578,Wind Upgrade,Wind Upgrade
CLIENT_HELP_INC_000579,"When you refine an item with the Wind property, you’ll need a Wind Property Card. When an item is imbued with the Wind Property the item becomes weak to Fire but stronger against Earth.",Kapag nirefine ang item sa Wind property kailangan ng Wind Property Card. Kapag may Wind Property ang item ito ay mahina laban sa Fire pero mas malakas laban sa Earth.
CLIENT_HELP_INC_000580,Earth Upgrade,Earth Upgrade
CLIENT_HELP_INC_000581,"When you refine an item with the Earth property, you’ll need an Earth Property Card. When an item is imbued with the Earth Property the item becomes weak to Wind but stronger against Electricity.",Kapag nirefine ang item sa Earth property kailangan ng Earth Property Card. Kapag may Earth Property ang item ito ay mahina laban sa Wind pero mas malakas laban sa Electricity.
CLIENT_HELP_INC_000582,General Upgrade,General Upgrade
CLIENT_HELP_INC_000583,"Normal upgrade means a non-element upgrade. Power Dice are required to upgrade, there are 5 types of Power Dice, 4, 6, 8, 10 and 12.",Normal upgrade ay non-element upgrade. Kailangan ng Power Dice para mag-upgrade. May 5 uri ng Power Dice; 4; 6; 8; 10 at 12.
CLIENT_HELP_INC_000584,Ultimate Weapon Upgrade,Ultimate Weapon Upgrade
CLIENT_HELP_INC_000585,"You can make an Ultimate Weapon with a +10 upgraded unique weapon by using the Ultimate Weapon Upgrade. The maximum upgrade for an Ultimate weapon is up to +10 the same as any other item upgrade but it needs 'Shining Orikalkum'. The Ultimate upgrade is available only for weapons, and the item is destroyed in case of a failure. From +6 you are able to socket your weapon.",Pwede kang gumawa ng Ultimate Weapon gamit ang +10 upgraded unique weapon at Ultimate Weapon Upgrade. Ang maximum upgrade ng Ultimate weapon ay hanggang +10; kailangan ng Shining Orikalkum. Ang Ultimate upgrade ay para lamang sa weapons at mawawala ang item kapag pumalya. Mula +6 puwede mong lagyan ng socket ang weapon.
CLIENT_HELP_INC_000586,placholder 39,placholder 39
CLIENT_HELP_INC_000587,placholder 40,placholder 40
CLIENT_HELP_INC_000588,placholder 41,placholder 41
CLIENT_HELP_INC_000589,placholder 42,placholder 42
CLIENT_HELP_INC_000590,placholder 43,placholder 43
CLIENT_HELP_INC_000591,placholder 44,placholder 44
CLIENT_HELP_INC_000592,placholder 45,placholder 45
CLIENT_HELP_INC_000593,placholder 46,placholder 46
CLIENT_HELP_INC_000594,placholder 47,placholder 47
CLIENT_HELP_INC_000595,placholder 48,placholder 48
CLIENT_HELP_INC_000596,Building,Building
CLIENT_HELP_INC_000597,Information about the buildings that provide services.,Impormasyon tungkol sa mga gusali na nagbibigay ng serbisyo.
CLIENT_HELP_INC_000598,Lodestar,Lodestar
CLIENT_HELP_INC_000599,This is a structure that gathers spiritual life and resurrects players who died. It is located inside a city or a wide open clearing.,Isang istruktura na kumokolekta ng espirituwal na enerhiya at nagbubuhay muli sa mga manlalarong namatay; matatagpuan ito sa loob ng lungsod o malawak na clearing.
CLIENT_HELP_INC_000600,Lodelight,Lodelight
CLIENT_HELP_INC_000601,This is a structure that functions like a Lodestar but it resurrects a player in a place near the hunting grounds.,Katulad ng Lodestar ang tungkulin ng istrukturang ito pero nire-resurrect nito ang manlalaro malapit sa hunting grounds.
CLIENT_HELP_INC_000602,Weapon shop,Weapon shop
CLIENT_HELP_INC_000603,"This place sells weapons for the 1st job class such as vagrant, mercenary, and acrobat. It also sells weapons for the 2nd job class such as knight, blade, ringmaster, billposter, jester, and ranger.",Dito binebenta ang mga sandata para sa first job classes tulad ng Vagrant; Mercenary; at Acrobat; pati na rin ang mga sandata para sa second job classes tulad ng Knight; Blade; Ringmaster; Billposter; Jester; at Ranger.
CLIENT_HELP_INC_000604,Armor shop,Armor shop
CLIENT_HELP_INC_000605,"This place sells armor for Mercenaries, Assists, and Acrobats.",Dito binebenta ang mga armor para sa Mercenaries; Assists; at Acrobats.
CLIENT_HELP_INC_000606,Magic store,Magic store
CLIENT_HELP_INC_000607,"This place sells weapons, armor, and magic items best suited for Magicians.",Dito binebenta ang mga armas; armor; at magic items na angkop para sa Magicians.
CLIENT_HELP_INC_000608,Food shop,Food shop
CLIENT_HELP_INC_000609,This shop sells food items that help recover HP,Ang shop na ito ang nagbebenta ng pagkain na tumutulong mag-recover ng HP.
CLIENT_HELP_INC_000610,General merchandise,General merchandise
CLIENT_HELP_INC_000611,"This place sells Arrows, Posters, and those sorts of things.",Dito mabibili ang mga palaso; posters; at mga katulad na gamit.
CLIENT_HELP_INC_000612,Public Office,Public Office
CLIENT_HELP_INC_000613,"This place is for selling Perin, using your personal bank, and guild bank.",Dito ginagawa ang pagbenta ng Perin; paggamit ng personal bank; at guild bank.
CLIENT_HELP_INC_000614,Station,Station
CLIENT_HELP_INC_000615,This shop sells Flight related items like Flight gears as well as guide’s player on how to fly.,Nagbebenta ang shop na ito ng flight related items tulad ng flight gears at gumagabay sa player kung paano lumipad.
CLIENT_HELP_INC_000616,Duel,Duel
CLIENT_HELP_INC_000617,A duel is a battle between 2 players. This is different from PK. It is called PvP (Player Vs Player) which can only start when 2 players agree to a duel. A duel has no penalties associated with it.,Ang duel ay labanan sa pagitan ng dalawang player; naiiba ito sa PK; tinatawag itong PvP na nagsisimula lamang kapag parehong pumayag ang dalawang player; walang kaugnay na penalty ang duel.
CLIENT_HELP_INC_000618,Fame,Fame
CLIENT_HELP_INC_000619,You will gain the fame if you keep winning duels. You will also gain  different titles as well.,Makakakuha ka ng fame kapag patuloy kang nananalo sa duels; makakakuha ka rin ng iba't ibang titles.
CLIENT_HELP_INC_000620,Guild Combat Center,Guild Combat Center
CLIENT_HELP_INC_000621,This place is for applying and running guild sieges and 1 on 1 guild sieges. Only available on the 1st sub server.,Lugar para mag-apply at magpatakbo ng guild sieges at 1 on 1 guild sieges; available lamang sa unang sub server.
CLIENT_HELP_INC_000622,Other inquiries,Other inquiries
CLIENT_HELP_INC_000623,Please visit the official homepage: $WEBSITE$ for more inquiries. Have a nice day.,Para sa iba pang tanong bumisita sa opisyal na homepage: $WEBSITE$; magandang araw.
CLIENT_HELP_INC_000624,Beauty shop,Beauty shop
CLIENT_HELP_INC_000625,You can change your hair style and color. The price varies based on the color and style you choose.,Pwede mong baguhin ang hairstyle at kulay; nag-iiba ang presyo depende sa kulay at estilo na pipiliin mo.
CLIENT_HELP_INC_000626,Private Shop,Private Shop
CLIENT_HELP_INC_000627,Items can be conveniently presented for sale to through this option. You can set the quantity and the price.,Pwede mong ilagay ang items para ibenta ng madali gamit ang opsyon na ito; pwede mong itakda ang quantity at presyo.
CLIENT_HELP_INC_000628,"Open the Start menu, select Personal Shop, and the Personal Shop window will appear.",Buksan ang Start menu; piliin ang Personal Shop at lalabas ang Personal Shop window.
CLIENT_HELP_INC_000629,Drag the items you wish to sell from your inventory and drop them into the Personal Shop window.,I-drag ang mga item na gustong ibenta mula sa inventory at ilagay sa Personal Shop window.
CLIENT_HELP_INC_000630,"After dragging the item into the window, you can set the price for the item, and the quantity you wish to sell.",Pagkatapos i-drag ang item papasok sa window pwede mong itakda ang presyo at dami na ibebenta.
CLIENT_HELP_INC_000631,"Put a name in the Shop Name Window, and press OK. You can start selling items after that.",Ilagay ang pangalan sa Shop Name Window at pindutin ang OK; maaari ka nang magbenta.
CLIENT_HELP_INC_000632,Creating a Guild,Creating a Guild
CLIENT_HELP_INC_000633,"There are some basic requirements to creating a Guild. You will need a party of three players all at least level 40, then you have to complete a quest through the Public office NPC Helena in SM. Once finished you and your party members will become a guild.",May mga pangunahing requirements para makagawa ng Guild; kailangan ng party na binubuo ng tatlong players na bawat isa ay level 40 pataas; kailangan ding tapusin ang isang quest kay NPC Helena sa Public Office sa SM; kapag natapos magkakaguild na kayo ng party members.
CLIENT_HELP_INC_000634,Raising the Guild Level,Raising the Guild Level
CLIENT_HELP_INC_000635,"Guild Members area able to contribute items and Penya towards raising the guild level. To contribute items, simply press the Support Button inside of the Guild Storage. Raising the Guild Level will open up various options to the Guild to help it grow and distinguish itself.",Makakatulong ang mga guild members sa pagtaas ng guild level sa pamamagitan ng pag-aambag ng items at Penya; para mag-ambag ng items pindutin lang ang Support Button sa Guild Storage; ang pagtaas ng guild level ay magbubukas ng iba't ibang opsyon para lumago at magpakilala ang guild.
CLIENT_HELP_INC_000636,Joining a Guild,Joining a Guild
CLIENT_HELP_INC_000637,Initially only a Guild Master has the authority to invite Guild members. But a Guild Master can give authority to any Guildie to recruit other members to his Guild.,Sa simula tanging ang Guild Master lang ang may awtoridad mag-imbita; pwede ibigay ng Guild Master ang awtoridad na mag-recruit sa ibang miyembro.
CLIENT_HELP_INC_000638,Disbanding a Guild,Disbanding a Guild
CLIENT_HELP_INC_000639,"The Guild Master can disband the Guild by pressing the DISMISS button on the Guild Menu. Once the Guild is dismissed, it takes 2 days before Members can create or join a new Guild.",Pwedeng i-disband ng Guild Master ang guild sa pamamagitan ng pagpindot ng DISMISS button sa Guild Menu; kapag na-dismiss kailangang maghintay ng dalawang araw bago makagawa o makasali ng bagong guild ang mga miyembro.
CLIENT_HELP_INC_000640,Managing Guild Members,Managing Guild Members
CLIENT_HELP_INC_000641,"The Guild Master can manage his Guild from the Guild Menu. He can set things such as promotions, demotions, nicknames, kicking from Guild, etc.",Pwede i-manage ng Guild Master ang guild mula sa Guild Menu; pwede niyang isaayos ang promotions; demotions; nicknames; kicking out ng miyembro; at iba pa.
CLIENT_HELP_INC_000642,Managing Guild Ranks,Managing Guild Ranks
CLIENT_HELP_INC_000643,"The Guild Master can manage Guild Ranks in the Guild Menu. He can set the authority of the title, degree, admission, access to items and monthly payment.",Pwede i-manage ng Guild Master ang Guild Ranks sa Guild Menu; puwede niyang itakda ang awtoridad ng title; degree; admission; access sa mga items; at monthly payment.
CLIENT_HELP_INC_000644,Announcement,Announcement
CLIENT_HELP_INC_000645,Guild Masters can make an announcement by clicking the Notice button on the Information Tab in the Guild Menu. Either a new message can be made of the old one can simply be modified.,Makakagawa ng announcement ang Guild Master sa pamamagitan ng Notice button sa Information Tab ng Guild Menu; puwede gumawa ng bagong mensahe o i-edit ang luma.
CLIENT_HELP_INC_000646,Guild Logo,Guild Logo
CLIENT_HELP_INC_000647,"The Guild Logo is the symbol or emblem of the Guild. This can be chosen only once and only by the Guild Master. To use this function, select the Logo button in the Guild Menu.",Ang Guild Logo ang simbolo o emblem ng guild; ito ay pipiliin lamang minsanan at tanging Guild Master lang ang pwedeng pumili; piliin ang Logo button sa Guild Menu para gamitin ang function na ito.
CLIENT_HELP_INC_000648,Guild Storage,Guild Storage
CLIENT_HELP_INC_000649,You can use the Guild Storage only on the 1st Channel of each Server. Anyone can deposit items and Penya into the Guild Storage but only authorized Guild Members can withdraw items and Penya.,Magagamit ang Guild Storage lamang sa unang Channel ng bawat Server; lahat pwedeng magdeposit ng items at Penya; ngunit tanging authorized Guild Members lang ang makaka-withdraw.
CLIENT_HELP_INC_000650,Info-Pang,Info-Pang
CLIENT_HELP_INC_000651,You may have noticed when you first logged into the game that you were greeted by the Info-Pang in the lower right corner of your screen. This section briefly explains the Info-Pang and how to use him.,Maaaring napansin mo noong unang login na isang Info-Pang ang tumatak sa lower right ng screen; ipapaliwanag ng bahaging ito ang Info-Pang at kung paano siya gamitin.
CLIENT_HELP_INC_000652,What is it?,What is it
CLIENT_HELP_INC_000653,"The Info-Pang will guide you through all of the basics including controls, hotkeys, menus, and even some game functions. Once you have completed a section, you can always access it if you need to review it. Simply right click on the Info-Pang and select Check the List.",Gagabayan ka ng Info-Pang sa mga basic gaya ng controls; hotkeys; menus; at ilang game functions; kapag natapos mo na ang isang seksyon pwede mo itong balikan; i-right click lang ang Info-Pang at piliin ang Check the List.
CLIENT_HELP_INC_000654,Access the Info-Pang,Access the Info-Pang
CLIENT_HELP_INC_000655,"The Info-Pang will be activated by default when you log into the game. If you would like to turn the Info-Pang off, Right Click on the Info-Pang and select Hide. If later you would like to recall the Info-Pang you can do that by accessing the Start Menu, selecting Helper, and then selecting Info-Pang.",Awtomatikong naka-activate ang Info-Pang kapag nag-login ka; kung gusto mong patayin ito i-right click ang Info-Pang at piliin ang Hide; kung gusto mo naman siyang ibalik buksan ang Start Menu; piliin ang Helper; tapos piliin ang Info-Pang.
CLIENT_HELP_INC_000656,Duel among users,Duel among users
CLIENT_HELP_INC_000657,This is a duel between 2 players.,Ito ay duel sa pagitan ng dalawang player.
CLIENT_HELP_INC_000658,PvP,PvP
CLIENT_HELP_INC_000659,It means a fight between characters by mutual agreement. Affects PVP fame and PVP point.,PvP ay labanan sa pagitan ng mga karakter sa pamamagitan ng mutual agreement; nakakaapekto ito sa PVP fame at PVP points.
