Key,English,Japanese
CLIENT_HELP_INC_000532,HP (life),ＨＰ（生命力）
CLIENT_HELP_INC_000533,This is the vitality of the character and the character will die if it reaches 0. You can recover it with food and pill items.,キャラクターの生命力です。ゼロになると死亡してしまいます。休憩や各種フードや秘薬で回復させることができます。
CLIENT_HELP_INC_000534,MP (spirit),ＭＰ（精神力）
CLIENT_HELP_INC_000535,"This is for using magic, you can revive it by drinking refresher.",魔法を使用するために必要となる数値です。魔力ドリンクで回復させることができます。
CLIENT_HELP_INC_000536,FP (endurance),ＦＰ（持久力）
CLIENT_HELP_INC_000537,This is needed to use physical skills. It can be replenished by resting/sitting down but it can be immediately recovered by using vitality drink items.,スキルを使用すると消耗します。休憩やスタミナドリンクで回復させることができます。
CLIENT_HELP_INC_000538,Exp (experience),ＥＸＰ（経験値）
CLIENT_HELP_INC_000539,This is required to raise the level of a character. It can be earned by killing monsters or through quests.,キャラクターレベルをアップさせるために必要な経験値で戦闘やクエストを完了させることで獲得できます。
CLIENT_HELP_INC_000540,Skills,スキル
CLIENT_HELP_INC_000541,Skills get stronger as you level and put more points into them.,EXPと共に蓄積され、SXPが100％になるとスキルポイント１を獲得できます。
CLIENT_HELP_INC_000542,Stat points,ＧＰ（成長ポイント）
CLIENT_HELP_INC_000543,"This is the point you get when you level up. You can distribute the points to your STR,STA,DEX, and INT.",力、体力、敏捷、知能などの能力値をアップさせるために必要なポイントです。レベルアップの際に一定量を得られます。
CLIENT_HELP_INC_000544,Extra ability,追加能力値
CLIENT_HELP_INC_000545,"Some skills require you to become a Hero before being usable, and require special training to be leveled / trained.",戦闘に直接影響する数値です。
CLIENT_HELP_INC_000546,Attack,攻撃力
CLIENT_HELP_INC_000547,This shows the Attack Capacity of a character. The character’s equipment and supportive skills cast on the character also influences this.,キャラクターの攻撃力を表します。装備している武器とキャラクターの能力によって変化します。
CLIENT_HELP_INC_000548,Defense,防御力
CLIENT_HELP_INC_000549,This shows the Defense Capacity of a character. The character’s equipment and supportive skills cast on the character also influences this.,キャラクターの防御力を表します。装備している防具とキャラクターの能力によって変化します。
CLIENT_HELP_INC_000550,Critical hit rate,クリティカルヒット率
CLIENT_HELP_INC_000551,This means how much chance you have to make a critical hit.,戦闘中、どのぐらいクリティカルヒットが出えうかを表した数値です。
CLIENT_HELP_INC_000552,Attack Speed,攻撃速度
CLIENT_HELP_INC_000553,This shows the Attack Rate of a character when attacking.,どれだけ素早く攻撃を行えるのかを表します。高ければ高いほど、一定時間内で与える攻撃回数が増えます。
CLIENT_HELP_INC_000554,Resisting power,抵抗力
CLIENT_HELP_INC_000555,This indicates how much “Reduced/Weakened magical damage” a character can receive.,魔法に対する抵抗力を表します。キャラクターの能力によって変化します。
CLIENT_HELP_INC_000556,Properties,属性
CLIENT_HELP_INC_000557,There are 5 elemental properties or attributes that exist in FLYFF. Each of these properties has a strength and weakness. A player can achieve the highest possible damage when he uses a weapon which is imbued with the property that is the weakness of his enemy’s property.,Flyff Universeには5つの属性があり、属性ごとにそれぞれ強い属性と弱い属性があります。攻撃側と被攻撃側の属性によっては、ダメージが増加したり、逆にダメージが減少したりします。
CLIENT_HELP_INC_000558,Fire,火の属性
CLIENT_HELP_INC_000559,Fire A property that is strong against the Wind property but is weak against the Water property.,火の属性は、風には強く、水には弱いです。
CLIENT_HELP_INC_000560,Water,水の属性
CLIENT_HELP_INC_000561,Water. A property that is as strong against the Fire Property but is weak against the Electricity property.,水の属性は、火には強く、雷には弱いです。
CLIENT_HELP_INC_000562,Electricity,雷の属性
CLIENT_HELP_INC_000563,A property that is strong against the Water Property but weak against the Earth Property.,雷の属性は、水には強く、土には弱いです。
CLIENT_HELP_INC_000564,Earth,土の属性
CLIENT_HELP_INC_000565,earth A property that is strong against the Electricity Property but weak against the Wind Property.,土の属性は、雷には強く、風には弱いです。
CLIENT_HELP_INC_000566,Wind,風の属性
CLIENT_HELP_INC_000567,A property that is strong against the Earth Property but weak against the Fire property.,風の属性は、土には強く、火には弱いです。
CLIENT_HELP_INC_000568,Enchant,製錬
CLIENT_HELP_INC_000569,"Upgrading means making the item more powerful. Each item can be normally upgraded over 10 levels, and weapons / armor chest pieces can be elementally upgraded over 10 levels. If the upgrade fails, there is no penalty between levels 1 and 3, but from levels 4-10 the item will be lost.",精錬とは、特定アイテムをより強力にアップグレードすることです。各アイテムに、属性及び一般製錬で10段階の製錬を行うことが可能です。各段階にアップグレードするためには、その段階に合う精錬アイテムを使用しなければいけません。精錬失敗時、１レベル～３レベルアイテムはペナルティがありませんが、４レベルからはアイテムが消滅されます。
CLIENT_HELP_INC_000570,Attribute Enchant,属性製錬
CLIENT_HELP_INC_000571,"Your item can receive an attribute modifier (visible in the name of the item) through various means, granting it extra STR, STA, DEX and/or INT.",属性製錬とは、属性カードを使用してアイテムに属性の能力を付与する精錬です。ひとつのアイテムには一種類の属性を付与することができます。また、属性製錬ができるアイテムは武器とスーツに限定されます。属性精錬に使用するエレメンタルカードには2段階のレベルがあり、属性精錬値に応じて必要なカードが設定されています。Flyff Universeには5つの属性があり、攻撃側と被攻撃側の属性によっては、ダメージが増加したり、逆にダメージが減少したりします。
CLIENT_HELP_INC_000572,Fire Upgrade,火の属性製錬
CLIENT_HELP_INC_000573,"When you refine an item with the Fire property, you’ll need a Fire Property Card. When an item is imbued with the Fire Property the item becomes weak to Water but stronger against Wind.",火のエレメンタルカードを使用して精錬を行うことで、アイテムに火の属性を付与することができます。武器に火の属性を付与した場合は火属性の攻撃力がアップします。防具に火の属性を付与した場合は風属性の攻撃に対する抵抗力がアップし、水属性の攻撃に対する抵抗力がダウンします。
CLIENT_HELP_INC_000574,Water Upgrade,水の属性製錬
CLIENT_HELP_INC_000575,"When you refine an item with the Water property, you’ll need a Water Property Card. When an item is imbued with the Water Property the item becomes weak to Electricity but stronger against Fire.",水のエレメンタルカードを使用して精錬を行うことで、アイテムに水の属性を付与することができます。武器に水の属性を付与した場合は水属性の攻撃力がアップします。防具に水の属性を付与した場合は火属性の攻撃に対する抵抗力がアップし、雷属性の攻撃に対する抵抗力がダウンします。
CLIENT_HELP_INC_000576,Electric Upgrade,雷の属性製錬
CLIENT_HELP_INC_000577,"When you refine an item with the Electricity property, you’ll need an Electricity Property Card. When an item is imbued with the Electricity Property the item becomes weak to Earth but stronger against Water.",雷のエレメンタルカードを使用して精錬を行うことで、アイテムに雷の属性を付与することができます。武器に雷の属性を付与した場合は雷属性の攻撃力がアップします。防具に雷の属性を付与した場合は水属性の攻撃に対する抵抗力がアップし、土属性の攻撃に対する抵抗力がダウンします。
CLIENT_HELP_INC_000578,Wind Upgrade,風の属性製錬
CLIENT_HELP_INC_000579,"When you refine an item with the Wind property, you’ll need a Wind Property Card. When an item is imbued with the Wind Property the item becomes weak to Fire but stronger against Earth.",風のエレメンタルカードを使用して精錬を行うことで、アイテムに風の属性を付与することができます。武器に風の属性を付与した場合は風属性の攻撃力がアップします。防具に風の属性を付与した場合は土属性の攻撃に対する抵抗力がアップし、火属性の攻撃に対する抵抗力がダウンします。
CLIENT_HELP_INC_000580,Earth Upgrade,土の属性製錬
CLIENT_HELP_INC_000581,"When you refine an item with the Earth property, you’ll need an Earth Property Card. When an item is imbued with the Earth Property the item becomes weak to Wind but stronger against Electricity.",土のエレメンタルカードを使用して精錬を行うことで、アイテムに土の属性を付与することができます。武器に土の属性を付与した場合は土属性の攻撃力がアップします。防具に土の属性を付与した場合は雷属性の攻撃に対する抵抗力がアップし、風属性の攻撃に対する抵抗力がダウンします。
CLIENT_HELP_INC_000582,General Upgrade,一般製錬
CLIENT_HELP_INC_000583,"Normal upgrade means a non-element upgrade. Power Dice are required to upgrade, there are 5 types of Power Dice, 4, 6, 8, 10 and 12.",一般精錬とは、アイテムの基本能力値を上げる製錬のことを指します。（属性精錬を除く）アップグレードにはパワー・ダイスが必要で、パワー・ダイスには4、6、8、10、12の5種類があります。
CLIENT_HELP_INC_000584,Ultimate Weapon Upgrade,アルティマウェポンへの変換
CLIENT_HELP_INC_000585,"You can make an Ultimate Weapon with a +10 upgraded unique weapon by using the Ultimate Weapon Upgrade. The maximum upgrade for an Ultimate weapon is up to +10 the same as any other item upgrade but it needs 'Shining Orikalkum'. The Ultimate upgrade is available only for weapons, and the item is destroyed in case of a failure. From +6 you are able to socket your weapon.",アルティマウェポンの強化を使用すると、+ 10アップグレードされたユニークな武器でアルティマウェポンを作成できます。 アルティマウェポンの最大アップグレードは、他のアイテムの精錬値と同じ最大+10ですが、「輝くオリハルコン」が必要になります。 アルティマアップグレードは武器でのみ利用可能であり、失敗した場合、アイテムは破壊されます。 +6から、武器をソケットに入れることができます。 
CLIENT_HELP_INC_000586,placholder 39,プレースホルダー 39
CLIENT_HELP_INC_000587,placholder 40,プレースホルダー 40
CLIENT_HELP_INC_000588,placholder 41,プレースホルダー 41
CLIENT_HELP_INC_000589,placholder 42,プレースホルダー 42
CLIENT_HELP_INC_000590,placholder 43,プレースホルダー 43
CLIENT_HELP_INC_000591,placholder 44,プレースホルダー 44
CLIENT_HELP_INC_000592,placholder 45,プレースホルダー 45
CLIENT_HELP_INC_000593,placholder 46,プレースホルダー 46
CLIENT_HELP_INC_000594,placholder 47,プレースホルダー 47
CLIENT_HELP_INC_000595,placholder 48,プレースホルダー 48
CLIENT_HELP_INC_000596,Building,建物
CLIENT_HELP_INC_000597,Information about the buildings that provide services.,Flyff Universeに存在する、各種機能をサポートする建物の説明です。
CLIENT_HELP_INC_000598,Lodestar,ロードスター
CLIENT_HELP_INC_000599,This is a structure that gathers spiritual life and resurrects players who died. It is located inside a city or a wide open clearing.,主に都市にある建造物で、生命の気が一箇所に集まっている場所です。キャラクターが死んでしまった際には、一番近いロードスターで復活します。
CLIENT_HELP_INC_000600,Lodelight,ロードライト
CLIENT_HELP_INC_000601,This is a structure that functions like a Lodestar but it resurrects a player in a place near the hunting grounds.,大陸の各地にある、ロードスターに似た建造物です。現在は特に意味がないようです。
CLIENT_HELP_INC_000602,Weapon shop,ウェポンショップ
CLIENT_HELP_INC_000603,"This place sells weapons for the 1st job class such as vagrant, mercenary, and acrobat. It also sells weapons for the 2nd job class such as knight, blade, ringmaster, billposter, jester, and ranger.",放浪者、ﾏｰｼﾅﾘｰ、ｱｼｽﾄ、ｱｸﾛﾊﾞｯﾄ、ﾏｼﾞｼｬﾝなどの1次職、ﾅｲﾄ、ﾌﾞﾚｰﾄﾞ、ﾘﾝｸﾞﾏｽﾀｰ、ﾋﾞﾙﾎﾟｽﾀｰ、ｼﾞｪｽﾀｰ、ﾚﾝｼﾞｬｰ、ｴﾚﾒﾝﾀｰ、ｻｲｷｰﾊﾟｰなどの2次職の武器を販売するところです。
CLIENT_HELP_INC_000604,Armor shop,アーマーショップ
CLIENT_HELP_INC_000605,"This place sells armor for Mercenaries, Assists, and Acrobats.",[防具][シールドショップ]と表示されているNPCが扱っています。戦闘を有利に進めるために必要な防具を販売するところです。放浪者、マーシナリー、アシストの防具を扱っています
CLIENT_HELP_INC_000606,Magic store,マジックショップ
CLIENT_HELP_INC_000607,"This place sells weapons, armor, and magic items best suited for Magicians.",[魔法]と表示されているNPCが扱っています。マジシャンの武器や防具のほか、各種ドリンクやブリンクウイングなどの魔法関連のアイテムを販売するところです。
CLIENT_HELP_INC_000608,Food shop,フードショップ
CLIENT_HELP_INC_000609,This shop sells food items that help recover HP,[フード類]と表示されているNPCが扱っています。HP（生命力）を回復させるために必要な各種フードを販売するところです。
CLIENT_HELP_INC_000610,General merchandise,ジェネラルショップ
CLIENT_HELP_INC_000611,"This place sells Arrows, Posters, and those sorts of things.",[雑貨]と表示されているNPCが扱っています。矢やポスターなどを扱っています。
CLIENT_HELP_INC_000612,Public Office,シティホール
CLIENT_HELP_INC_000613,"This place is for selling Perin, using your personal bank, and guild bank.",ここでは個人倉庫、ギルド倉庫の管理と、ペリン硬貨の販売などをしています。
CLIENT_HELP_INC_000614,Station,ステーション
CLIENT_HELP_INC_000615,This shop sells Flight related items like Flight gears as well as guide’s player on how to fly.,飛行アイテム（ホウキやボード）の販売と、飛行に関する情報を提供するところです。
CLIENT_HELP_INC_000616,Duel,デュエル
CLIENT_HELP_INC_000617,A duel is a battle between 2 players. This is different from PK. It is called PvP (Player Vs Player) which can only start when 2 players agree to a duel. A duel has no penalties associated with it.,プレイヤーキャラクター同士の対決です。無差別のPK(PlayerKill)とは違って、デュエルゾーンで相手と合意の上で成立つPvP（Player Vs Player）のことを指します。
CLIENT_HELP_INC_000618,Fame,名声
CLIENT_HELP_INC_000619,You will gain the fame if you keep winning duels. You will also gain  different titles as well.,デュエルで多くの勝利を積み重ねることで名声を得ることができます。名声によって様々な称号が与えられます。
CLIENT_HELP_INC_000620,Guild Combat Center,ギルドコンパットセンター
CLIENT_HELP_INC_000621,This place is for applying and running guild sieges and 1 on 1 guild sieges. Only available on the 1st sub server.,ギルドコンバットや1vs1ギルドウォーの参加申請などを管理しています。1～3チャンネルのうち、1チャンネルのみ利用可能です。
CLIENT_HELP_INC_000622,Other inquiries,その他、質問事項
CLIENT_HELP_INC_000623,Please visit the official homepage: $WEBSITE$ for more inquiries. Have a nice day.,ご不明な点がありましたら、公式サイトお問い合わせメニューよりお問い合わせください。
CLIENT_HELP_INC_000624,Beauty shop,ビューティーショップ
CLIENT_HELP_INC_000625,You can change your hair style and color. The price varies based on the color and style you choose.,[ヘアーアーティスト]では髪型と色を変えることができます。髪型・色によって値段が変動します。[メイクアップアーティスト]では表情を変えることができます。
CLIENT_HELP_INC_000626,Private Shop,個人商店
CLIENT_HELP_INC_000627,Items can be conveniently presented for sale to through this option. You can set the quantity and the price.,自分が持っている品物を他のプレイヤーに販売できる個人商店です。自分が販売する品物と数量及び単価を決めることが出来ます。
CLIENT_HELP_INC_000628,"Open the Start menu, select Personal Shop, and the Personal Shop window will appear.",Startメニューから個人商店を押すと、個人商店ウィンドウが表示されます。
CLIENT_HELP_INC_000629,Drag the items you wish to sell from your inventory and drop them into the Personal Shop window.,販売したいアイテムを、インベントリウィンドウから個人商店ウィンドウにドラッグします。
CLIENT_HELP_INC_000630,"After dragging the item into the window, you can set the price for the item, and the quantity you wish to sell.",販売個数と販売価格を決めます。
CLIENT_HELP_INC_000631,"Put a name in the Shop Name Window, and press OK. You can start selling items after that.",商店名の欄に好きな商店名を入力し、OKボタンをクリックすると、販売を開始します。
CLIENT_HELP_INC_000632,Creating a Guild,ギルドの結成
CLIENT_HELP_INC_000633,"There are some basic requirements to creating a Guild. You will need a party of three players all at least level 40, then you have to complete a quest through the Public office NPC Helena in SM. Once finished you and your party members will become a guild.",ギルドはキャラクターレベルが40になると結成することができるようになります。セイントモーニングのシティホールを管理しているヘレナに話しかけ、レベル40以上のプレイヤー3人でパーティを組み、クエストをクリアすることでギルドを結成することができます。その際、自分のパーティーメンバーが自動的にギルドメンバーとして登録されます。
CLIENT_HELP_INC_000634,Raising the Guild Level,ギルドの成長
CLIENT_HELP_INC_000635,"Guild Members area able to contribute items and Penya towards raising the guild level. To contribute items, simply press the Support Button inside of the Guild Storage. Raising the Guild Level will open up various options to the Guild to help it grow and distinguish itself.",ギルドを成長させるには[貢献度]と[献上ペニャ]が必要です。これはギルドマスターだけでなく、ギルド倉庫を通じてギルドメンバー全員による支援があれば更に早く成長させられます。[貢献度]はギルド倉庫に戦利品を納品すると増え、[献上ペニャ]はペニャを献上することで増えます。[貢献度]と[献上ペニャ]が一定数値になると、ギルドレベルがアップします。
CLIENT_HELP_INC_000636,Joining a Guild,ギルドへの招待
CLIENT_HELP_INC_000637,Initially only a Guild Master has the authority to invite Guild members. But a Guild Master can give authority to any Guildie to recruit other members to his Guild.,ギルド結成当初は、ギルドメンバーを追加する権限はギルドマスターのみが持っていますが、ギルドマスターが権限を与えることにより、他のギルドメンバーも他人をギルドに誘うことができるようになります。ギルドへの招待方法は、パーティーへの招待方法と同様に、相手をAlt+クリック（または右クリック）して表示されるメニューを選択してください。
CLIENT_HELP_INC_000638,Disbanding a Guild,ギルドの解散
CLIENT_HELP_INC_000639,"The Guild Master can disband the Guild by pressing the DISMISS button on the Guild Menu. Once the Guild is dismissed, it takes 2 days before Members can create or join a new Guild.",ギルドの解散はギルドマスターのみが行えます。ギルドウィンドウで「Dismiss」ボタンをクリックすることでギルドを解散することができます。「Dismiss」ボタンをクリックして解散後、再度ギルドを結成するには、48時間待つ必要があります。
CLIENT_HELP_INC_000640,Managing Guild Members,メンバー管理
CLIENT_HELP_INC_000641,"The Guild Master can manage his Guild from the Guild Menu. He can set things such as promotions, demotions, nicknames, kicking from Guild, etc.",[ギルドメンバーの管理]は、ギルドウィンドウのメンバー管理タブで行うことができ、ギルドメンバーの称号や等級、ニックネームを変更したり、ギルドの脱退、ギルドマスターの変更などが行えます。
CLIENT_HELP_INC_000642,Managing Guild Ranks,称号管理
CLIENT_HELP_INC_000643,"The Guild Master can manage Guild Ranks in the Guild Menu. He can set the authority of the title, degree, admission, access to items and monthly payment.",[称号管理]はギルドウィンドウの称号管理タブで行うことができ、各称号に各種の権限を設定できます。称号、等級、加入、ペニャ、アイテムに対しての権限を設定でき、各称号に一日一回支給される報酬の額を決めることが出来ます。この機能はギルドマスターのみ使用できます。
CLIENT_HELP_INC_000644,Announcement,告知事項
CLIENT_HELP_INC_000645,Guild Masters can make an announcement by clicking the Notice button on the Information Tab in the Guild Menu. Either a new message can be made of the old one can simply be modified.,[ギルド告知]はギルドウィンドウのギルド情報タブにある[Notice]ボタンを押して作成できます。ギルド告知設定ウィンドウで[New]を選択して内容を記入した後、[Start]で設定することができます。 現在の告知内容を修正するには[Edit]から修正できます。この機能はギルドマスターのみ使用できます。
CLIENT_HELP_INC_000646,Guild Logo,ギルドロゴ
CLIENT_HELP_INC_000647,"The Guild Logo is the symbol or emblem of the Guild. This can be chosen only once and only by the Guild Master. To use this function, select the Logo button in the Guild Menu.",ギルドロゴはギルドマスターが1回だけ設定することのできる、ギルドを表すアイコンです。ギルド情報タブの 「Logo」ボタンをクリックしてロゴを選択してください。
CLIENT_HELP_INC_000648,Guild Storage,ギルド倉庫
CLIENT_HELP_INC_000649,You can use the Guild Storage only on the 1st Channel of each Server. Anyone can deposit items and Penya into the Guild Storage but only authorized Guild Members can withdraw items and Penya.,[ギルド倉庫]は同一サーバ内で使用することができます。 権限がなくてもギルド倉庫にアイテムやペニャを預けることは可能ですが、アイテムやペニャを引き出せるのは権限を与えられたギルドメンバーだけが可能です。また、[Support]ボタンからギルドの成長に必要な戦利品やペニャを献上することができ、[Cloak]ボタンではギルドロゴが入ったマントを受け取ることができます。また、ペニャの金額の右側のボタンで[ギルド倉庫履歴]を見ることができます。ここではギルド倉庫の利用状況が確認できます(ギルドマスター、ロイヤルのみ)。
CLIENT_HELP_INC_000650,Info-Pang,自動ｶﾞｲﾄﾞ
CLIENT_HELP_INC_000651,You may have noticed when you first logged into the game that you were greeted by the Info-Pang in the lower right corner of your screen. This section briefly explains the Info-Pang and how to use him.,自動ガイドは必要な情報をレベル別に自動的に示す機能です。
CLIENT_HELP_INC_000652,What is it?,表示
CLIENT_HELP_INC_000653,"The Info-Pang will guide you through all of the basics including controls, hotkeys, menus, and even some game functions. Once you have completed a section, you can always access it if you need to review it. Simply right click on the Info-Pang and select Check the List.",自動ガイドの開く、閉じるの設定は、キャラクター生成の際決定するか、設定のオプションで全体開き/部分開き/閉めるの内一つを選択します。
CLIENT_HELP_INC_000654,Access the Info-Pang,非表示
CLIENT_HELP_INC_000655,"The Info-Pang will be activated by default when you log into the game. If you would like to turn the Info-Pang off, Right Click on the Info-Pang and select Hide. If later you would like to recall the Info-Pang you can do that by accessing the Start Menu, selecting Helper, and then selecting Info-Pang.",自動ガイドを閉じる場合、インフォファンを右クリックして閉じるを選択するか、設定から閉じるを選択します。再度呼び出したい場合は、ヘルプからインフォファンを呼び出すことができます。
CLIENT_HELP_INC_000656,Duel among users,ユーザ間戦闘
CLIENT_HELP_INC_000657,This is a duel between 2 players.,プレーヤーキャラクター間の対決を言います。相手との合意で行われるPVPと合意無しで行われるPKと分けられます。
CLIENT_HELP_INC_000658,PvP,PvP
CLIENT_HELP_INC_000659,It means a fight between characters by mutual agreement. Affects PVP fame and PVP point.,お互いの合意を得て行うプレイヤー同士の対決です。PVP名声とPVPポイントに影響を与えます。
CLIENT_HELP_INC_000660,Asking for PvP,PvP申請
CLIENT_HELP_INC_000661,"If you right-click with ALT key on the player whom you want to have duel with, you can have a duel with the player in case of that the user accepts that.",PVP申請は、自分が対戦を求めるユーザをクリックした後、ALT+左をクリックし、デュエル申請を選択します。相手のユーザが申請を受け入れると、そのユーザとPVPが始まります。
CLIENT_HELP_INC_000662,"In case of that you are the leader of your troupe and the clicked one is another leader of other troupe, you can have a group duel, if the other lead accept it.",自分がパーティーリーダーで、対戦相手が他のリーダーだった場合、相手が承諾すれば、パーティー戦を行うことができます。
CLIENT_HELP_INC_000663,The result of PVP and Fame,PvP結果と名声
CLIENT_HELP_INC_000664,PVP fame and PVP point change according to PvP record.,PVP戦績により、PVP名声とPVPポイントが変化します。
CLIENT_HELP_INC_000665,placholder 49,プレースホルダー 49
CLIENT_HELP_INC_000666,placholder 50,プレースホルダー 50
CLIENT_HELP_INC_000667,placholder 51,プレースホルダー 51
CLIENT_HELP_INC_000668,placholder 52,プレースホルダー 52
CLIENT_HELP_INC_000669,placholder 53,プレースホルダー 53
CLIENT_HELP_INC_000670,placholder 54,プレースホルダー 54
CLIENT_HELP_INC_000671,placholder 55,プレースホルダー 55
CLIENT_HELP_INC_000672,placholder 56,プレースホルダー 56
CLIENT_HELP_INC_000673,placholder 57,プレースホルダー 57
CLIENT_HELP_INC_000674,placholder 58,プレースホルダー 58
CLIENT_HELP_INC_000675,placholder 59,プレースホルダー 59
CLIENT_HELP_INC_000676,placholder 60,プレースホルダー 60
CLIENT_HELP_INC_000677,placholder 61,プレースホルダー 61
CLIENT_HELP_INC_000678,placholder 62,プレースホルダー 62
CLIENT_HELP_INC_000679,placholder 63,プレースホルダー 63
CLIENT_HELP_INC_000680,placholder 64,プレースホルダー 64
CLIENT_HELP_INC_000681,placholder 65,プレースホルダー 65
CLIENT_HELP_INC_000682,placholder 66,プレースホルダー 66
CLIENT_HELP_INC_000683,Server,サーバ分類
CLIENT_HELP_INC_000684,Guild bank and Guild sieges are available only at the 1st sub server of each server set.,サーバは、[一般サーバ](ウェンディ、シーニフ)と[PKサーバ](センシリット)の２つに分けられます。ゲームデータはサーバごとに保存されているので、サーバ間でのキャラクターやアイテムの移動などはできません。
CLIENT_HELP_INC_000685,placholder 67,センシリットサーバはPKサーバです。
CLIENT_HELP_INC_000686,placholder 68,プレースホルダー 68
CLIENT_HELP_INC_000687,placholder 69,プレースホルダー 69
CLIENT_HELP_INC_000688,placholder 70,プレースホルダー 70
CLIENT_HELP_INC_000689,placholder 71,プレースホルダー 71
CLIENT_HELP_INC_000690,placholder 72,プレースホルダー 72
CLIENT_HELP_INC_000691,placholder 73,プレースホルダー 73
CLIENT_HELP_INC_000692,placholder 74,プレースホルダー 74
CLIENT_HELP_INC_000693,placholder 75,プレースホルダー 75
CLIENT_HELP_INC_000694,placholder 76,プレースホルダー 76
CLIENT_HELP_INC_000695,placholder 77,プレースホルダー 77
CLIENT_HELP_INC_000696,placholder 78,プレースホルダー 78
CLIENT_HELP_INC_000697,placholder 79,プレースホルダー 79
CLIENT_HELP_INC_000698,placholder 80,プレースホルダー 80
CLIENT_HELP_INC_000699,placholder 81,プレースホルダー 81
CLIENT_HELP_INC_000700,placholder 82,プレースホルダー 82
CLIENT_HELP_INC_000701,placholder 83,プレースホルダー 83
CLIENT_HELP_INC_000702,placholder 84,プレースホルダー 84
CLIENT_HELP_INC_000703,placholder 85,プレースホルダー 85
CLIENT_HELP_INC_100000,Achievements,実績
CLIENT_HELP_INC_100001,"There are many kinds of missions: Daily Rewards, Time-Limited Events, Account Shared Achievements, etc. Complete them and you will receive various rewards such as Items, Custom Title, Attack Power Bonus, Penya or Bonus fCoins!",ミッションには、デイリーリワード、期間限定イベント、アカウントの実績など様々な種類があります。クリアすると、アイテム、称号、攻撃力ボーナス、ペニャ、ボーナスfCoinなど、様々な報酬を受け取ることができます。
CLIENT_HELP_INC_100002,Flyff Pass,バトルパス
CLIENT_HELP_INC_100003,"Complete daily, weekly and season missions to receive rewards!\n\nDon't forget to claim your rewards before the end of the Flyff Pass season.\n\nPoints earned through the Season missions are not included in the weekly limit.",デイリー、ウィークリー、シーズンミッションをクリアして報酬を受け取ろう！\n\nバトルパスシーズンが終了前に特典の受け取りをお忘れなく。\n\nシーズンミッションで獲得したポイントは、週間制限に含まれません。
CLIENT_HELP_INC_100004,Equipment Switch,装備スイッチ
CLIENT_HELP_INC_100005,"Create equipment presets, allowing you to have your sets, weapons, and accessories readily available. With a simple shortcut, you can effortlessly equip them without any hassle.",装備プリセットを作成して、セット、武器、アクセサリーをすぐに利用できるようにしましょう。簡単なショートカットで、手間をかけずに簡単に装備できます。
CLIENT_HELP_INC_100006,Create ultimate weapon,アルティメット武器作成
CLIENT_HELP_INC_100007,Kalgas Assault Revival,カルガス・アサルト・リバイバル
CLIENT_HELP_INC_100008,"In the Kalgas Assault, each respawn from death takes a certain amount of time and increases with the number of respawns (up to 1 minute).\nSpending Kalgas Coin will make you respawn with no waiting time, and the item can be purchased in Flyff Shop.\nKalgas Silver Coins can only be used once, while Kalgas Gold Coins can be used for unlimited revives.\n*Kalgas Gold Coins require an increased amount each time they are used (up to 20).",カルガス・アサルトでは、死亡からのリスポーンには一定の時間がかかり、リスポーン回数に応じて増加します(最大1分)。\n\n カルガスコインを使うと待ち時間なしでリスポーンでき、キャッシュショップでアイテムを購入できます。\nカルガスシルバーコインは一度しか使えませんが、カルガスゴールドコインは無制限に蘇生できます。\n※カルガスゴールドコインは、使用するたびに数量が増加(最大20枚まで)します。
CLIENT_HELP_INC_100009,Couple Menu,Couple Menu
CLIENT_HELP_INC_100010,"This window manages your couple. Through this window, you can check information about your couple and utilize functions available with your couple. All functions can be used by any member of the couple. The daily usage limits for ‘Teleport' and 'Cheer' reset every day at 00:00. \n\nIf you click the 'Break up' button, you request a breakup from your partner. If the request is declined or no response is received, you can notify the breakup after a cooldown period. Please be cautious, as when you break up with your partner, the couple ring, anniversary gifts, and all items in the Storage will be deleted, and couple-related functions will be disabled.","This window manages your couple. Through this window, you can check information about your couple and utilize functions available with your couple. All functions can be used by any member of the couple. The daily usage limits for ‘Teleport' and 'Cheer' reset every day at 00:00. \n\nIf you click the 'Break up' button, you request a breakup from your partner. If the request is declined or no response is received, you can notify the breakup after a cooldown period. Please be cautious, as when you break up with your partner, the couple ring, anniversary gifts, and all items in the Storage will be deleted, and couple-related functions will be disabled."
CLIENT_HELP_INC_100011,Life,Life
CLIENT_HELP_INC_100012,"This window provides information about your Life Skill and allows you to use related features.\n\nClick the 'Set as an Expert' button at the bottom to specialize in a specific Life Skill for a designated period. A bonus effect will be applied when you set your area of expertise. \n\nNote that once your expertise is set, it cannot be changed for some time.","This window provides information about your Life Skill and allows you to use related features.\n\nClick the 'Set as an Expert' button at the bottom to specialize in a specific Life Skill for a designated period. A bonus effect will be applied when you set your area of expertise. \n\nNote that once your expertise is set, it cannot be changed for some time."
CLIENT_HELP_INC_100013,Fishing Menu,Fishing Menu
