Key,English,Vietnamese
CLIENT_HELP_INC_000355,Increases the characters defense but reduces the characters attack power. This skill is available at Level 62 and can be used with either a two handed Axe or Sword.,Tăng khả năng phòng thủ nhưng giảm sức tấn công của nhân vật. Kỹ năng này có sẵn ở Cấp độ 62 và có thể được sử dụng với Rìu hoặc Kiếm được sử dụng hai tay.
CLIENT_HELP_INC_000356,Rage,Rage
CLIENT_HELP_INC_000357,"Increases the characters attack power and HP, but it also reduces the characters defense and accuracy. This skill is available at Level 65 to Players who have at least 5 Skill Points in Guard and can be used with either a two handed Axe or Sword.","Tăng sức tấn công và HP của nhân vật, nhưng nó cũng làm giảm khả năng phòng thủ và độ chính xác của nhân vật. Kỹ năng này có sẵn ở Cấp độ 65 cho Người chơi có ít nhất 5 Điểm kỹ năng trong Guard và có thể sử dụng với Rìu hoặc Kiếm được sử dụng hai tay."
CLIENT_HELP_INC_000358,Pain Reflection,Pain Reflection
CLIENT_HELP_INC_000359,Reflects a portion of damage you receive back at the target. This skill is available at Level 70 to Players who have at least 4 Skill Points in Rage and can be used with either a two handed Axe or Sword.,Mang lại một phần sát thương bạn nhận lại tại mục tiêu. Kỹ năng này có sẵn ở Cấp 70 cho Người chơi có ít nhất 4 Điểm kỹ năng Rage và có thể sử dụng với Rìu hoặc Kiếm được sử dụng hai tay.
CLIENT_HELP_INC_000360,Power Swing,Power Swing
CLIENT_HELP_INC_000361,"A huge horizontal swing that deals damage, and knocks enemies back. This skill is available at Level 75 to Players who have at least 7 Skill Points in Pain Reflection and can be used with either a two handed Axe or Sword.",Một cú xoay ngang khổng lồ gây sát thương và đánh bật kẻ thù trở lại. Kỹ năng này có sẵn ở Cấp 75 cho những người chơi có ít nhất 7 điểm kỹ năng trong Pain Reflection và có thể sử dụng với Rìu hoặc Kiếm được sử dụng hai tay.
CLIENT_HELP_INC_000362,Blade,Blade
CLIENT_HELP_INC_000363,Blades are a second class for mercenaries and are the best damage dealers in the game. As a blade you will be able to wield two weapons at the same time and thus drastically increase your damage output.,"Lưỡi kiếm là lớp thứ hai dành cho Mercenaries và là người gây sát thương tốt nhất trong trò chơi. Là một thanh kiếm, bạn sẽ có thể sử dụng hai vũ khí cùng một lúc và do đó tăng đáng kể lượng sát thương của bạn."
CLIENT_HELP_INC_000364,Silent Strike,Silent Strike
CLIENT_HELP_INC_000365,A melee skill which deals a vicious cut in a sliding motion to the enemy. This skill is available at Level 60 to Players who have at least 3 Skill Points in Sword Mastery and can be used with a one handed Sword.,Một kỹ năng cận chiến gây ra một vết cắt nguy hiểm trong chuyển động trượt tới kẻ thù. Kỹ năng này có sẵn ở Cấp 60 cho Người chơi có ít nhất 3 Điểm kỹ năng ở mức Sword Mastery và có thể sử dụng bằng Kiếm một tay.
CLIENT_HELP_INC_000366,Blade Dance,Blade Dance
CLIENT_HELP_INC_000367,Uses both swords to attack all of the enemies around the wielder. This skill is available at Level 65 to Players who have at least 5 Skill Points in Silent Strike and can be used with a one handed Sword.,Sử dụng cả hai thanh kiếm để tấn công tất cả kẻ thù xung quanh người sử dụng. Kỹ năng này có sẵn ở Cấp 65 cho Người chơi có ít nhất 5 Điểm kỹ năng trong Silent Strike và có thể sử dụng bằng Kiếm một tay.
CLIENT_HELP_INC_000368,Spring Attack,Spring Attack
CLIENT_HELP_INC_000369,Strike at multiple enemies times. This skill is available at Level 60 to Players who have at least 3 Skill Points in Axe Mastery and can be used with two one handed axes.,Tấn công nhiều kẻ thù cùng lúc. Kỹ năng này có sẵn ở Cấp độ 60 cho Người chơi có ít nhất 3 Điểm kỹ năng ở mức Axe Mastery và có thể sử dụng với hai chiếc rìu cầm một tay.
CLIENT_HELP_INC_000370,Hawk Attack,Hawk Attack
CLIENT_HELP_INC_000371,"Jumps, striking the enemy with both weapons. Deals massive damage and possibly blinds the enemy for a short period of time. This skill is available at Level 65 to Players who have at least 5 Skill Points in Silent Strike and can be used with two one handed axes.","Nhảy và tấn công kẻ thù bằng cả hai vũ khí. Gây sát thương lớn và có thể làm kẻ thù không nhìn thấy gì trong một khoảng thời gian ngắn. Kỹ năng này có thể sử dụng với hai chiếc rìu cầm một tay, và sẽ được mở khóa cho người chơi từ Cấp độ 65 khi có ít nhất 5 Điểm kỹ năng trong Silent Strike."
CLIENT_HELP_INC_000372,Armor Penetrate,Armor Penetrate
CLIENT_HELP_INC_000373,A melee skill which ignores 50% of target's defense rating. This skill is available at Level 62 and can be used with a one handed Sword or Axe.,Một kỹ năng cận chiến bỏ qua 50% tỉ lệ phòng thủ của mục tiêu. Kỹ năng này có sẵn ở Cấp 62 và có thể được sử dụng với Kiếm hoặc Rìu một tay.
CLIENT_HELP_INC_000374,Berserk,Berserk
CLIENT_HELP_INC_000375,"Temporarily raises attack power and attack speed, but you can not use any skills for the duration of the spell. This skill is available at Level 65 to Players who have at least 4 Skill Points in Armor Penetrate and can be used with a one handed Sword or Axe.","Tạm thời tăng sức mạnh và tốc độ tấn công, nhưng bạn không thể sử dụng bất kỳ kỹ năng nào trong thời gian của phép thuật. Kỹ năng này có sẵn ở Cấp 65 cho Người chơi có ít nhất 4 Điểm kỹ năng trong Armor Penetrate và có thể sử dụng với Kiếm hoặc Rìu một tay."
CLIENT_HELP_INC_000376,Sonic Blade,Sonic Blade
CLIENT_HELP_INC_000377,"Gathers a powerful aura and transfers it to your weapon, and then deals damage to the closest enemy. This skill is available at Level 70 to Players who have at least 7 Skill Points in Berserk and can be used with a one handed Sword or Axe.","Thu thập một luồng khí mạnh mẽ và chuyển nó vào vũ khí của bạn, sau đó gây sát thương lên kẻ thù gần nhất. Kỹ năng này có sẵn ở Cấp 70 cho những người chơi có ít nhất 7 điểm Kỹ năng trong Berserk và có thể sử dụng với Kiếm hoặc Rìu một tay."
CLIENT_HELP_INC_000378,Cross Strike,Cross Strike
CLIENT_HELP_INC_000379,A strong attack is dealt to the enemy with both weapons at once. This skill is available at Level 75 to Players who have at least 7 Skill Points in Sonic Blade and can be used with a one handed Sword or Axe.,Một cuộc tấn công mạnh mẽ được đối phó với kẻ thù bằng cả hai vũ khí cùng một lúc. Kỹ năng này có sẵn ở Cấp 75 cho những người chơi có ít nhất 7 điểm kỹ năng trong Sonic Blade và có thể sử dụng bằng một tay Kiếm hoặc Rìu.
CLIENT_HELP_INC_000380,Jester,Jester
CLIENT_HELP_INC_000381,"The first job class for Acrobats, they specialize in strong attacks made with a Yo-yo.","Lớp chức nghiệp đầu tiên dành cho Acrobats, họ chuyên tấn công mạnh mẽ bằng Yo-yo"
CLIENT_HELP_INC_000382,placholder 31,Placholder 31
CLIENT_HELP_INC_000383,Critical swing,Critical swing
CLIENT_HELP_INC_000384,Increase the probability of a critical strike.,Tăng xác suất của một đòn đánh chí mạng
CLIENT_HELP_INC_000385,Enchant Poison,Enchant Poison
CLIENT_HELP_INC_000386,Plastering poison on the weapon to increase the normal damage and available to infect the enemy with poision,Bôi chất độc lên vũ khí để tăng sát thương bình thường và có thể lây nhiễm cho kẻ thù bằng những cú đâm
CLIENT_HELP_INC_000387,Enchant Bleed,Enchant Bleed
CLIENT_HELP_INC_000388,Increase the normal damage with the bleeding attribute and available to make the enemy bleeding.,Tăng sát thương bình thường với thuộc tính gây mất máu và luôn có sẵn để làm cho kẻ thù mất máu.
CLIENT_HELP_INC_000389,Enchant Absorb,Enchant Absorb
CLIENT_HELP_INC_000390,You can drain the HP of enemy with striking. The drain will be occurred with certain probability.,Bạn có thể tiêu hao HP của kẻ thù bằng đòn đánh. Việc tiêu hao HP sẽ xảy ra với một xác suất nhất định.
CLIENT_HELP_INC_000391,Back Step,Back Step
CLIENT_HELP_INC_000392,"When attacking from behind, deals a critical strike to the enemy. Also has a chance to stun the enemy.","Khi tấn công từ phía sau, gây ra một đòn chí mạng cho kẻ thù. Cũng có một cơ hội để làm choáng kẻ thù."
CLIENT_HELP_INC_000393,Hit of Penya,Hit of Penya
CLIENT_HELP_INC_000394,Uses a Yo-yo and a small amount of Penya to deal massive damage.,Sử dụng Yo-yo và một lượng nhỏ Penya để gây sát thương lớn.
CLIENT_HELP_INC_000395,Escape,Escape
CLIENT_HELP_INC_000396,Enables character to escape from any movement impairing effects.,Cho phép nhân vật thoát khỏi bất kỳ hiệu ứng làm giảm chuyển động nào.
CLIENT_HELP_INC_000397,Vital Stab,Vital Stab
CLIENT_HELP_INC_000398,"While using Dark Illusion, allows for a sudden attack from the shadows.","Khi sử dụng Dark Illusion, cho phép tấn công bất ngờ từ bóng tối."
CLIENT_HELP_INC_000399,Ranger,Ranger
CLIENT_HELP_INC_000400,"The second job class for Acrobats, they specialize in long distance attacks, mainly with a bow.","Hạng chức nghiệp thứ hai cho Acrobats, họ chuyên tấn công khoảng cách xa, chủ yếu bằng cung."
CLIENT_HELP_INC_000401,placholder 32,Placholder 32
CLIENT_HELP_INC_000402,Critical Shot,Critical Shot
CLIENT_HELP_INC_000403,This skill increases Critical Hit for a limited time.,Kỹ năng này tăng Critical Hit trong một thời gian giới hạn.
CLIENT_HELP_INC_000404,Ice Arrow,Ice Arrow
CLIENT_HELP_INC_000405,"This skill causes an explosion of frost, slowing all enemies in a certain area for a certain period of time.","Kỹ năng này gây ra một vụ nổ băng, làm chậm tất cả kẻ địch trong một khu vực nhất định trong một khoảng thời gian nhất định."
CLIENT_HELP_INC_000406,Flame Arrow,Flame Arrow
CLIENT_HELP_INC_000407,This skill gives the fire element to arrows and damages surrounding enemies.,Kỹ năng này cung cấp nguyên tố lửa cho các mũi tên và gây sát thương lên kẻ địch xung quanh.
CLIENT_HELP_INC_000408,Piercing Arrow,Piercing Arrow
CLIENT_HELP_INC_000409,"This skill pierces monsters who are a straight line, dealing damage to all of them.","Kỹ năng này xuyên qua những con quái vật khi xếp thành một đường thẳng, gây sát thương lên tất cả chúng."
CLIENT_HELP_INC_000410,Poison Arrow,Poison Arrow
CLIENT_HELP_INC_000411,The strong damage and continuous poisonous damage will be occurred simutaneously.,Sát thương mạnh và sát thương độc liên tục sẽ xảy ra đồng thời.
CLIENT_HELP_INC_000412,Silent Arrow,Silent Arrow
CLIENT_HELP_INC_000413,"Deals strong damage and silences the target. While silenced, the target cannot cast spells of any kind.","Gây sát thương mạnh và làm mục tiêu im lặng. Trong khi bị làm im lặng, mục tiêu không thể sử dụng bất kỳ loại phép thuật nào."
CLIENT_HELP_INC_000414,Nature,Nature
CLIENT_HELP_INC_000415,This skill heightens the users senses with nature to increase Magic Defense & Bow Range.,Kỹ năng này nâng cao cảm nhận của người dùng với tự nhiên để tăng Magic Defense & Bow Range
CLIENT_HELP_INC_000416,Triple shot,Triple shot
CLIENT_HELP_INC_000417,Triple arrows will be shot to deal strong damage.,Ba mũi tên sẽ được bắn để gây sát thương mạnh
CLIENT_HELP_INC_000418,Ringmaster,Ringmaster
CLIENT_HELP_INC_000419,"The first job class for Assists, uses a staff like an Assist. Focuses more on supporting party than damaging monsters.","Lớp chức nghiệp đầu tiên dành cho Assists, sử dụng một nhân viên giống như một Assists. Tập trung nhiều vào việc hỗ trợ nhóm hơn là gây sát thương lên quái vật."
CLIENT_HELP_INC_000420,Protect,Protect
CLIENT_HELP_INC_000421,This buff increases the physical defense of the target.,Buff này giúp tăng khả năng phòng thủ vật lý của mục tiêu.
CLIENT_HELP_INC_000422,Holyguard,Holyguard
CLIENT_HELP_INC_000423,This buff protects the target from incoming critical hits for a limited amount of time.,Phép bổ trợ này bảo vệ mục tiêu khỏi những đòn chí mạng trong một khoảng thời gian giới hạn
CLIENT_HELP_INC_000424,Holycross,Holycross
CLIENT_HELP_INC_000425,The enemy will take double damage.,Kẻ thù sẽ bị thiệt hại gấp đôi.
CLIENT_HELP_INC_000426,Spiriture Fortune,Spiriture Fortune
CLIENT_HELP_INC_000427,Greatly increases your physical attack power for a period of time.,Tăng đáng kể sức tấn công vật lý của bạn trong một khoảng thời gian.
CLIENT_HELP_INC_000428,Gebura Tiphreth,Gebura Tiphreth
CLIENT_HELP_INC_000429,"Increases accuracy, attack speed and attack power for all party members within range.","Tăng độ chính xác, tốc độ tấn công và sức tấn công cho tất cả các thành viên trong nhóm trong phạm vi."
CLIENT_HELP_INC_000430,Gvur Tialla,Gvur Tialla
CLIENT_HELP_INC_000431,Cleanses any abnormal conditions.,Làm sạch mọi tình trạng bất thường.
CLIENT_HELP_INC_000432,Heal Rain,Heal Rain
CLIENT_HELP_INC_000433,Recovers a large amount of HP for all party members.,Phục hồi một lượng lớn HP cho tất cả các thành viên trong nhóm.
CLIENT_HELP_INC_000434,Merkaba Hanzelrusha,Merkaba Hanzelrusha
CLIENT_HELP_INC_000435,Deals damage over time to all enemies in a certain area.,Gây sát thương theo thời gian cho tất cả kẻ thù trong một khu vực nhất định.
CLIENT_HELP_INC_000436,Billposter,Billposter
CLIENT_HELP_INC_000437,"The second job class for Assists, they use a knuckle hammer like Assists. They specialize in Critical attacks but have a slower attack speed.","Hạng chức nghiệp thứ hai dành cho Assists, họ sử dụng một chiếc búa gõ như Assists. Chúng chuyên tấn công chí mạng nhưng có tốc độ ra đòn chậm hơn."
CLIENT_HELP_INC_000438,Belial Smashing,Belial Smashing
CLIENT_HELP_INC_000439,A skill that delivers one powerful dashing punch.,Một kỹ năng mang lại một cú đấm mạnh mẽ.
CLIENT_HELP_INC_000440,Blood Fist,Blood Fist
CLIENT_HELP_INC_000441,"Strikes the enemy, making it bleed. Bleeding causes additional damage over time.","Đánh kẻ thù, làm cho kẻ thù mất máu. Mất máu gây thêm tổn thương theo thời gian."
CLIENT_HELP_INC_000442,Piercing Serpent,Piercing Serpent
CLIENT_HELP_INC_000443,"Dashes forward with a burning fist, striking the enemy.","Lao về phía trước với một nắm đấm bùng cháy, tấn công kẻ thù."
CLIENT_HELP_INC_000444,Asmodeus,Asmodeus
CLIENT_HELP_INC_000445,Increases the attack power bonus of knuckles.,Tăng sức mạnh tấn công cộng thêm của các đốt ngón tay.
CLIENT_HELP_INC_000446,Baraqijal Esna,Baraqijal Esna
CLIENT_HELP_INC_000447,"When the skill works, it reduces the monsters defense and increases the monsters attack power.","Khi kỹ năng hoạt động, nó làm giảm khả năng phòng thủ của quái vật và tăng sức tấn công của quái vật."
CLIENT_HELP_INC_000448,Grvub Tialbold,Grvub Tialbold
CLIENT_HELP_INC_000449,An energy wave deals damage to all monsters around the caster.,Một làn sóng năng lượng gây sát thương lên tất cả quái vật xung quanh người sử dụng phép
CLIENT_HELP_INC_000450,Sonic Hand,Sonic Hand
CLIENT_HELP_INC_000451,Uses a knuckle hammer to strike with deadly speed.,Sử dụng một chiếc búa đốt ngón tay để tấn công với tốc độ chết người.
CLIENT_HELP_INC_000452,Asalraalaikum,Asalraalaikum
CLIENT_HELP_INC_000453,"Strikes the enemy with concentrated power, consumes all MP.","Tấn công kẻ thù bằng sức mạnh tập trung, tiêu hao tất cả MP."
CLIENT_HELP_INC_000454,Elementor,Elementor
CLIENT_HELP_INC_000455,"The first job class for Magicians, they use staves like Magicians. They specialize in magic effecting large numbers of enemies at once.","Lớp chức nghiệp đầu tiên dành cho các Magicians, họ sử dụng gậy như các Magicians. Họ chuyên về phép thuật gây hiệu ứng với số lượng lớn kẻ thù cùng một lúc."
CLIENT_HELP_INC_000456,Firebird,Firebird
CLIENT_HELP_INC_000457,A fireball strikes the enemy.,Một quả cầu lửa tấn công kẻ thù.
CLIENT_HELP_INC_000458,Burning Field,Burning Field
CLIENT_HELP_INC_000459,Sheets of flame burn the enemy for a period of time.,Những tấm lửa thiêu đốt kẻ thù trong một khoảng thời gian.
CLIENT_HELP_INC_000460,Fire Mastery,Fire Mastery
CLIENT_HELP_INC_000461,Increases damage done by fire skills.,Tăng sát thương gây ra bởi các kỹ năng lửa.
CLIENT_HELP_INC_000462,Stone Spear,Stone Spear
CLIENT_HELP_INC_000463,A spear made of rock strikes the enemy.,Một ngọn giáo làm bằng đá tấn công kẻ thù.
CLIENT_HELP_INC_000464,Earthquake,Earthquake
CLIENT_HELP_INC_000465,Make a huge earthquake which deals a large amount of damage.,Tạo ra một trận động đất lớn gây ra một lượng lớn thiệt hại.
CLIENT_HELP_INC_000466,Earth Mastery,Earth Mastery
CLIENT_HELP_INC_000467,Increases damage done by earth skills.,Tăng sát thương gây ra bởi các kỹ năng trái đất.
CLIENT_HELP_INC_000468,Void,Void
CLIENT_HELP_INC_000469,Strong Wind damage is dealt to a single target.,Sát thương của Gió mạnh gây ra cho một mục tiêu.
CLIENT_HELP_INC_000470,Windfield,Windfield
CLIENT_HELP_INC_000471,A strong wind slows all enemies around the caster for a period of time.,Một cơn gió mạnh làm chậm tất cả kẻ thù xung quanh người thực hiện kỹ năng trong một khoảng thời gian.
CLIENT_HELP_INC_000472,Wind Mastery,Wind Mastery
CLIENT_HELP_INC_000473,Increases damage done by wind skills.,Tăng sát thương gây ra bởi các kỹ năng gió.
CLIENT_HELP_INC_000474,Thunder Strike,Thunder Strike
CLIENT_HELP_INC_000475,Strong Lightning damage is dealt to a single target.,Sát thương Sét mạnh gây ra cho một mục tiêu.
CLIENT_HELP_INC_000476,Electric Shock,Electric Shock
CLIENT_HELP_INC_000477,"Deals lightning damage to all enemies around the caster, also lowering their defense temporarily.","Gây sát thương chớp nhoáng cho tất cả kẻ địch xung quanh người thực hiện kỹ năng, đồng thời hạ thấp khả năng phòng thủ của chúng 1 cách tạm thời."
CLIENT_HELP_INC_000478,Lightning Mastery,Lightning Mastery
CLIENT_HELP_INC_000479,Increases damage done by lightning skills.,Tăng sát thương gây ra bởi các kỹ năng sét.
CLIENT_HELP_INC_000480,Iceshark,Iceshark
CLIENT_HELP_INC_000481,A shark made of ice strikes the enemy.,Một con cá mập làm bằng băng tấn công kẻ thù.
CLIENT_HELP_INC_000482,Poison Cloud,Poison Cloud
CLIENT_HELP_INC_000483,"A poison cloud engulfs the enemy, dealing poison and wind damage.","Một đám mây độc nhấn chìm kẻ thù, gây sát thương bằng chất độc và gió."
CLIENT_HELP_INC_000484,Water Mastery,Water Mastery
CLIENT_HELP_INC_000485,Increases damage done by water skills.,Tăng sát thương gây ra bởi các kỹ năng nước.
CLIENT_HELP_INC_000486,Meteo Shower,Meteo Shower
CLIENT_HELP_INC_000487,"Meteors strike all the enemies in a certain area, dealing fire and earth damage.","Thiên thạch tấn công tất cả kẻ thù trong một khu vực nhất định, gây sát thương bằng lửa và đất."
CLIENT_HELP_INC_000488,Lightning Storm,Lightning Storm
CLIENT_HELP_INC_000489,Lightning and wind damage is dealt to all enemies in the area of effect.,Sát thương do sét và gió gây ra cho tất cả kẻ địch trong vùng ảnh hưởng.
CLIENT_HELP_INC_000490,Sandstorm,Sandstorm
CLIENT_HELP_INC_000491,"A sand storm strikes all the enemies in a certain area, dealing wind and earth damage.","Một cơn bão cát tấn công tất cả kẻ thù trong một khu vực nhất định, gây sát thương bằng gió và đất."
CLIENT_HELP_INC_000492,Blizzard,Blizzard
CLIENT_HELP_INC_000493,"A blizzard strikes all the enemies in a certain area, dealing earth and water damage as well as stunning them.","Một trận bão tuyết tấn công tất cả kẻ thù trong một khu vực nhất định, gây sát thương đất và nước cũng như làm choáng chúng"
CLIENT_HELP_INC_000494,Psykeeper,Psykeeper
CLIENT_HELP_INC_000495,"The second job class for Magicians, they use a wand like a Magician. They specialize in magic attacks that assault the mind of the enemy.","Hạng chức nghiệp thứ hai dành cho các Magicians, họ sử dụng một cây đũa phép như một Magicians. Họ chuyên tấn công bằng phép thuật tấn công tâm trí của kẻ thù."
CLIENT_HELP_INC_000496,Demonology,Demonology
CLIENT_HELP_INC_000497,"Deals damage to the mind of the enemy, by creating illusions of devils.","Gây sát thương cho tâm trí của kẻ thù, bằng cách tạo ra ảo ảnh của quỷ."
CLIENT_HELP_INC_000498,Satanology,Satanology
CLIENT_HELP_INC_000499,"Confuses the enemy, and binds them in place for a certain amount of time.",Gây nhầm lẫn cho kẻ thù và trói chúng tại chỗ trong một khoảng thời gian nhất định.
CLIENT_HELP_INC_000500,Psychic Bomb,Psychic Bomb
CLIENT_HELP_INC_000501,"Builds up spiritual power, and releases it to do massive damage.",Tăng cường sức mạnh tinh thần và giải phóng nó để gây sát thương lớn.
CLIENT_HELP_INC_000502,Spirit Bomb,Spirit Bomb
CLIENT_HELP_INC_000503,"Collapse the spirit of the enemy, deals damage based on MP.","Thu gọn linh hồn của kẻ thù, gây sát thương dựa trên MP."
CLIENT_HELP_INC_000504,Psychic Wall,Psychic Wall
CLIENT_HELP_INC_000505,Creates a psychic barrier in front of the caster that the monster cannot pass.,Tạo ra một rào cản tâm linh trước mặt người thi triển ký năng mà con quái vật không thể vượt qua.
CLIENT_HELP_INC_000506,Crucio Spell,Crucio Spell
CLIENT_HELP_INC_000507,"Gives a certain chance to reflect skill and magic attacks, at double damage.","Đưa ra một cơ hội nhất định để phản lại các đòn tấn công kỹ năng và phép thuật, với mức sát thương gấp đôi."
CLIENT_HELP_INC_000508,Maximum Crisis,Maximum Crisis
CLIENT_HELP_INC_000509,"If it works then it deals huge damage to the monster. If not, the caster takes the damage instead.","Nếu nó hoạt động thì nó sẽ gây sát thương rất lớn cho con quái vật. Nếu không, người thi triển kỹ năng sẽ chịu thiệt hại thay thế."
CLIENT_HELP_INC_000510,Psychic Square,Psychic Square
CLIENT_HELP_INC_000511,Dazzles the monster and deals a large amount of damage.,Làm chói mắt quái vật và gây ra một lượng sát thương lớn.
CLIENT_HELP_INC_000512,Information of the ability,Thông tin về khả năng
CLIENT_HELP_INC_000513,This explains the information of various abilities that can be increased by growth of character.,Điều này giải thích thông tin về các khả năng khác nhau có thể được tăng lên theo sự phát triển của nhân vật.
CLIENT_HELP_INC_000514,Name,Name
CLIENT_HELP_INC_000515,The given name of the avatar/character.,Tên đã cho của hình đại diện / nhân vật.
CLIENT_HELP_INC_000516,Job,Chức nghiệp
CLIENT_HELP_INC_000517,This shows the job/class that the player has chosen for his character.,Điều này hiển thị chức nghiệp / lớp mà người chơi đã chọn cho nhân vật của mình.
CLIENT_HELP_INC_000518,Level,Level
CLIENT_HELP_INC_000519,This increases according to the accumulated experience. You get new Stat Points and Skill Points for every level reached.,Điều này tăng lên theo kinh nghiệm tích lũy. Bạn nhận được Điểm thống kê và Điểm kỹ năng mới cho mỗi cấp độ đạt được.
CLIENT_HELP_INC_000520,placholder 33,Placholder 33
CLIENT_HELP_INC_000521,placholder 34,Placholder 34
CLIENT_HELP_INC_000522,placholder 35,Placholder 35
CLIENT_HELP_INC_000523,placholder 36,Placholder 36
CLIENT_HELP_INC_000524,Strength,Strength
CLIENT_HELP_INC_000525,Weapon attack rate increases except for wands and bows.,Tỷ lệ tấn công của vũ khí tăng lên ngoại trừ đũa phép và cung tên.
CLIENT_HELP_INC_000526,Stamina,Stamina
CLIENT_HELP_INC_000527,"Affects HP, FP, Defense and HP/FP restoration rate.","Ảnh hưởng đến HP, FP, Phòng thủ và tỷ lệ phục hồi HP / FP."
CLIENT_HELP_INC_000528,Dexterity,Dexterity
CLIENT_HELP_INC_000529,"Affects accuracy, attack speed, dodge rate, block rate, critical chance and bow attack power.","Ảnh hưởng đến độ chính xác, tốc độ tấn công, tỷ lệ né tránh, tỷ lệ chặn, cơ hội chí mạng và sức tấn công của cung."
CLIENT_HELP_INC_000530,Intelligence,Intelligence
CLIENT_HELP_INC_000531,"Affects maximum MP, MP restoration amount, magic power and magic defense.","Ảnh hưởng đến lượng MP tối đa, lượng hồi phục MP, sức mạnh phép thuật và phòng thủ phép thuật."
CLIENT_HELP_INC_000532,HP (life),HP (life)
CLIENT_HELP_INC_000533,This is the vitality of the character and the character will die if it reaches 0. You can recover it with food and pill items.,Đây là sinh lực của nhân vật và nhân vật sẽ chết nếu trờ về 0. Bạn có thể phục hồi nó bằng thức ăn và vật phẩm thuốc.
CLIENT_HELP_INC_000534,MP (spirit),MP (spirit)
CLIENT_HELP_INC_000535,"This is for using magic, you can revive it by drinking refresher.","Đây là để sử dụng phép thuật, bạn có thể hồi sinh nó bằng cách uống nước giải khát."
CLIENT_HELP_INC_000536,FP (endurance),FP (endurance)
CLIENT_HELP_INC_000537,This is needed to use physical skills. It can be replenished by resting/sitting down but it can be immediately recovered by using vitality drink items.,Điều này là cần thiết để sử dụng các kỹ năng thể chất. Nó có thể được bổ sung bằng cách nghỉ ngơi / ngồi xuống nhưng nó có thể được phục hồi ngay lập tức bằng cách sử dụng các vật phẩm uống sinh lực.
CLIENT_HELP_INC_000538,Exp (experience),Exp (experience)
CLIENT_HELP_INC_000539,This is required to raise the level of a character. It can be earned by killing monsters or through quests.,Điều này là cần thiết để nâng cao cấp độ của một nhân vật. Nó có thể kiếm được bằng cách giết quái vật hoặc thông qua các nhiệm vụ.
CLIENT_HELP_INC_000540,Skills,Skills
CLIENT_HELP_INC_000541,Skills get stronger as you level and put more points into them.,Các kỹ năng trở nên mạnh hơn khi bạn lên cấp và đặt nhiều điểm hơn vào chúng.
CLIENT_HELP_INC_000542,Stat points,Stat points
CLIENT_HELP_INC_000543,"This is the point you get when you level up. You can distribute the points to your STR,STA,DEX, and INT.","Đây là điểm bạn nhận được khi lên cấp. Bạn có thể phân phối điểm cho STR, STA, DEX và INT của mình."
CLIENT_HELP_INC_000544,Extra ability,Extra ability
CLIENT_HELP_INC_000545,"Some skills require you to become a Hero before being usable, and require special training to be leveled / trained.",Một số kỹ năng yêu cầu bạn trở thành Hero trước khi có thể sử dụng được và yêu cầu đào tạo đặc biệt để được thăng cấp / huấn luyện
CLIENT_HELP_INC_000546,Attack,Tấn công
CLIENT_HELP_INC_000547,This shows the Attack Capacity of a character. The character’s equipment and supportive skills cast on the character also influences this.,Điều này cho thấy Năng lực tấn công của một nhân vật. Trang bị của nhân vật và các kỹ năng hỗ trợ của nhân vật cũng ảnh hưởng đến điều này.
CLIENT_HELP_INC_000548,Defense,Phòng thủ
CLIENT_HELP_INC_000549,This shows the Defense Capacity of a character. The character’s equipment and supportive skills cast on the character also influences this.,Điều này cho thấy Năng lực Phòng thủ của một nhân vật. Trang bị của nhân vật và các kỹ năng hỗ trợ của nhân vật cũng ảnh hưởng đến điều này.
CLIENT_HELP_INC_000550,Critical hit rate,Tỉ lệ tấn công chí mạng
CLIENT_HELP_INC_000551,This means how much chance you have to make a critical hit.,Điều này có nghĩa là bạn có bao nhiêu cơ hội để thực hiện một đòn chí mạng.
CLIENT_HELP_INC_000552,Attack Speed,Tốc độ tấn công
CLIENT_HELP_INC_000553,This shows the Attack Rate of a character when attacking.,Điều này cho thấy Tỷ lệ tấn công của một nhân vật khi tấn công.
CLIENT_HELP_INC_000554,Resisting power,Resisting power
CLIENT_HELP_INC_000555,This indicates how much “Reduced/Weakened magical damage” a character can receive.,"Điều này cho biết mức độ ""Giảm / làm suy yếu sát thương phép thuật"" mà một nhân vật có thể nhận được."
CLIENT_HELP_INC_000556,Properties,Thuộc tính
CLIENT_HELP_INC_000557,There are 5 elemental properties or attributes that exist in FLYFF. Each of these properties has a strength and weakness. A player can achieve the highest possible damage when he uses a weapon which is imbued with the property that is the weakness of his enemy’s property.,Có 5 đặc tính nguyên tố hoặc thuộc tính tồn tại trong FLYFF. Mỗi thuộc tính này có một điểm mạnh và điểm yếu. Người chơi có thể đạt được mức sát thương cao nhất có thể khi anh ta sử dụng một vũ khí được thấm nhuần thuộc tính vốn là điểm yếu của tài sản của kẻ thù của anh ta.
CLIENT_HELP_INC_000558,Fire,Hỏa
CLIENT_HELP_INC_000559,Fire A property that is strong against the Wind property but is weak against the Water property.,Hỏa - Một thuộc tính yếu đối với thuộc tính Phong và Thủy
CLIENT_HELP_INC_000560,Water,Thủy
CLIENT_HELP_INC_000561,Water. A property that is as strong against the Fire Property but is weak against the Electricity property.,Thủy. Một thuộc tính mạnh đối với Thuộc tính Hỏa nhưng lại yếu đối với thuộc tính Điện.
