Key,English,Indonesian
CLIENT_HELP_INC_000421,This buff increases the physical defense of the target.,Buff ini meningkatkan physical defense target.
CLIENT_HELP_INC_000422,Holyguard,Holyguard
CLIENT_HELP_INC_000423,This buff protects the target from incoming critical hits for a limited amount of time.,Buff ini melindungi target dari serangan critical selama durasi.
CLIENT_HELP_INC_000424,Holycross,Holycross
CLIENT_HELP_INC_000425,The enemy will take double damage.,Musuh akan menerima double damage.
CLIENT_HELP_INC_000426,Spiriture Fortune,Spiriture Fortune
CLIENT_HELP_INC_000427,Greatly increases your physical attack power for a period of time.,Meningkatkan physical attack power milikmu secara signifikan selama durasi.
CLIENT_HELP_INC_000428,Gebura Tiphreth,Gebura Tiphreth
CLIENT_HELP_INC_000429,"Increases accuracy, attack speed and attack power for all party members within range.","Meningkatkan accuracy, attack speed dan attack power untuk semua party members di area."
CLIENT_HELP_INC_000430,Gvur Tialla,Gvur Tialla
CLIENT_HELP_INC_000431,Cleanses any abnormal conditions.,Membersihkan semua status abnormal.
CLIENT_HELP_INC_000432,Heal Rain,Heal Rain
CLIENT_HELP_INC_000433,Recovers a large amount of HP for all party members.,Memulihkan HP seluruh anggota party dalam jumlah besar.
CLIENT_HELP_INC_000434,Merkaba Hanzelrusha,Merkaba Hanzelrusha
CLIENT_HELP_INC_000435,Deals damage over time to all enemies in a certain area.,Memberikan damage secara berkala kepada semua musuh di sekitar area.
CLIENT_HELP_INC_000436,Billposter,Billposter
CLIENT_HELP_INC_000437,"The second job class for Assists, they use a knuckle hammer like Assists. They specialize in Critical attacks but have a slower attack speed.","2nd Job Class untuk Assists, mereka menggunakan knuckle hammer seperti Assists. Mereka spesialis dalam critical attack tetapi memiliki attack speed yang lamban."
CLIENT_HELP_INC_000438,Belial Smashing,Belial Smashing
CLIENT_HELP_INC_000439,A skill that delivers one powerful dashing punch.,Skill yang memberikan satu pukulan yang kuat.
CLIENT_HELP_INC_000440,Blood Fist,Blood Fist
CLIENT_HELP_INC_000441,"Strikes the enemy, making it bleed. Bleeding causes additional damage over time.","Menyerang musuh, menyebabkan Bleed. Bleeding membuat musuh menerima damage secara berkala."
CLIENT_HELP_INC_000442,Piercing Serpent,Piercing Serpent
CLIENT_HELP_INC_000443,"Dashes forward with a burning fist, striking the enemy.",Lari kedepan dengan burning fist dan menyerang lawan.
CLIENT_HELP_INC_000444,Asmodeus,Asmodeus
CLIENT_HELP_INC_000445,Increases the attack power bonus of knuckles.,Meningkatkan bonus attack power knuckle.
CLIENT_HELP_INC_000446,Baraqijal Esna,Baraqijal Esna
CLIENT_HELP_INC_000447,"When the skill works, it reduces the monsters defense and increases the monsters attack power.","Ketika skill bekerja, hal ini akan mengurangi defense dan meningkatkan attack power monster."
CLIENT_HELP_INC_000448,Grvub Tialbold,Grvub Tialbold
CLIENT_HELP_INC_000449,An energy wave deals damage to all monsters around the caster.,Gelombang energi yang memberikan damage kepada semua monster di sekitar pengguna.
CLIENT_HELP_INC_000450,Sonic Hand,Sonic Hand
CLIENT_HELP_INC_000451,Uses a knuckle hammer to strike with deadly speed.,Menggunakan Knuckle Hammer untuk menyerang dengan kecepatan mematikan.
CLIENT_HELP_INC_000452,Asalraalaikum,Asalraalaikum
CLIENT_HELP_INC_000453,"Strikes the enemy with concentrated power, consumes all MP.","Menyerang musuh dengan kekuatan terkonsentrasi, menghabiskan semua MP."
CLIENT_HELP_INC_000454,Elementor,Elementor
CLIENT_HELP_INC_000455,"The first job class for Magicians, they use staves like Magicians. They specialize in magic effecting large numbers of enemies at once.",1st Job Class untuk Magician. Mereka menggunakan staves seperti Magicians. Mereka spesialis dalam magic AOE yang efektif saat melawan banyak musuh sekaligus.
CLIENT_HELP_INC_000456,Firebird,Firebird
CLIENT_HELP_INC_000457,A fireball strikes the enemy.,mengeluarkan bola api untuk menyerang musuh.
CLIENT_HELP_INC_000458,Burning Field,Burning Field
CLIENT_HELP_INC_000459,Sheets of flame burn the enemy for a period of time.,Mengeluarkan lembaran api untuk membakar musuh selama durasi.
CLIENT_HELP_INC_000460,Fire Mastery,Fire Mastery
CLIENT_HELP_INC_000461,Increases damage done by fire skills.,Meningkatkan damage yang dihasilkan oleh fire skills.
CLIENT_HELP_INC_000462,Stone Spear,Stone Spear
CLIENT_HELP_INC_000463,A spear made of rock strikes the enemy.,Tombak terbuat dari batu untuk menyerang musuh.
CLIENT_HELP_INC_000464,Earthquake,Earthquake
CLIENT_HELP_INC_000465,Make a huge earthquake which deals a large amount of damage.,Menciptakan gempa bumi yang akan memberikan damage besar kepada musuh.
CLIENT_HELP_INC_000466,Earth Mastery,Earth Mastery
CLIENT_HELP_INC_000467,Increases damage done by earth skills.,Meningkatkan damage dari earth skills.
CLIENT_HELP_INC_000468,Void,Void
CLIENT_HELP_INC_000469,Strong Wind damage is dealt to a single target.,Wind damage yang kuat untuk menyerang single target.
CLIENT_HELP_INC_000470,Windfield,Windfield
CLIENT_HELP_INC_000471,A strong wind slows all enemies around the caster for a period of time.,Angin yang berhembus kuat untuk memperlambat semua musuh disekitar caster selama durasi.
CLIENT_HELP_INC_000472,Wind Mastery,Wind Mastery
CLIENT_HELP_INC_000473,Increases damage done by wind skills.,Meningkatkan damage yang ditimbulkan oleh wind skills.
CLIENT_HELP_INC_000474,Thunder Strike,Thunder Strike
CLIENT_HELP_INC_000475,Strong Lightning damage is dealt to a single target.,Mengeluarkan lightning damage yang dahsyat untuk menyerang target.
CLIENT_HELP_INC_000476,Electric Shock,Electric Shock
CLIENT_HELP_INC_000477,"Deals lightning damage to all enemies around the caster, also lowering their defense temporarily.",Memberikan lightning damage dan mengurangi defense sementara waktu ke semua musuh di sekitar caster.
CLIENT_HELP_INC_000478,Lightning Mastery,Lightning Mastery
CLIENT_HELP_INC_000479,Increases damage done by lightning skills.,Meningkatkan damage yang dihasilkan oleh lightning skills.
CLIENT_HELP_INC_000480,Iceshark,Iceshark
CLIENT_HELP_INC_000481,A shark made of ice strikes the enemy.,Mengeluarkan Hiu yang terbuat dari ice untuk menyerang musuh.
CLIENT_HELP_INC_000482,Poison Cloud,Poison Cloud
CLIENT_HELP_INC_000483,"A poison cloud engulfs the enemy, dealing poison and wind damage.",Poison cloud yang menyebabkan poison dan wind damage.
CLIENT_HELP_INC_000484,Water Mastery,Water Mastery
CLIENT_HELP_INC_000485,Increases damage done by water skills.,Meningkatkan damage yang ditimbulkan oleh water skills.
CLIENT_HELP_INC_000486,Meteo Shower,Meteo Shower
CLIENT_HELP_INC_000487,"Meteors strike all the enemies in a certain area, dealing fire and earth damage.","Serangan Meteor kepada semua musuh didalam area, memberikan fire dan earth damage."
CLIENT_HELP_INC_000488,Lightning Storm,Lightning Storm
CLIENT_HELP_INC_000489,Lightning and wind damage is dealt to all enemies in the area of effect.,Lightning dan wind damage terhadap musuh di dalam efek area.
CLIENT_HELP_INC_000490,Sandstorm,Sandstorm
CLIENT_HELP_INC_000491,"A sand storm strikes all the enemies in a certain area, dealing wind and earth damage.","Badai pasir menyerang semua musuh di area tertentu, memberikan wind dan earth damage."
CLIENT_HELP_INC_000492,Blizzard,Blizzard
CLIENT_HELP_INC_000493,"A blizzard strikes all the enemies in a certain area, dealing earth and water damage as well as stunning them.","Blizzard yang menyerang seluruh musuh di dalam area, menyebabkan earth dan water damage serta membuat musuh stun."
CLIENT_HELP_INC_000494,Psykeeper,Psykeeper
CLIENT_HELP_INC_000495,"The second job class for Magicians, they use a wand like a Magician. They specialize in magic attacks that assault the mind of the enemy.","2nd Job Class untuk Magicians, mereka menggunakan wand seperti seorang Magician. Mereka spesialis dalam magic attacks yang dapat menyerang pikiran lawan."
CLIENT_HELP_INC_000496,Demonology,Demonology
CLIENT_HELP_INC_000497,"Deals damage to the mind of the enemy, by creating illusions of devils.",Membuat ilusi dari setan dan memberikan damage ke pikiran musuh.
CLIENT_HELP_INC_000498,Satanology,Satanology
CLIENT_HELP_INC_000499,"Confuses the enemy, and binds them in place for a certain amount of time.",Membuat musuh bingung dan mengikat mereka di tempat selama durasi.
CLIENT_HELP_INC_000500,Psychic Bomb,Psychic Bomb
CLIENT_HELP_INC_000501,"Builds up spiritual power, and releases it to do massive damage.","Mengumpulkan spiritual power, dan melepaskannya untuk memberikan damage yang besar kepada musuh."
CLIENT_HELP_INC_000502,Spirit Bomb,Spirit Bomb
CLIENT_HELP_INC_000503,"Collapse the spirit of the enemy, deals damage based on MP.",Meruntuhkan semangat musuh dan memberikan damage berbasis pada MP.
CLIENT_HELP_INC_000504,Psychic Wall,Psychic Wall
CLIENT_HELP_INC_000505,Creates a psychic barrier in front of the caster that the monster cannot pass.,Menciptakan psychic barrier didepan caster yang tidak dapat ditembus monster.
CLIENT_HELP_INC_000506,Crucio Spell,Crucio Spell
CLIENT_HELP_INC_000507,"Gives a certain chance to reflect skill and magic attacks, at double damage.",Memiliki kesempatan untuk reflect skill dan magic attack dan memberikan double damage.
CLIENT_HELP_INC_000508,Maximum Crisis,Maximum Crisis
CLIENT_HELP_INC_000509,"If it works then it deals huge damage to the monster. If not, the caster takes the damage instead.","Jika berhasil maka akan memberikan damage yang besar kepada musuh. Tetapi jika gagal, maka penggunalah yang akan menerima damage."
CLIENT_HELP_INC_000510,Psychic Square,Psychic Square
CLIENT_HELP_INC_000511,Dazzles the monster and deals a large amount of damage.,Memukau musuh dan memberikan damage yang besar.
CLIENT_HELP_INC_000512,Information of the ability,Informasi tentang ability
CLIENT_HELP_INC_000513,This explains the information of various abilities that can be increased by growth of character.,Ini menjelaskan informasi tentang berbagai kemampuan yang dapat ditingkatkan dengan pertumbuhan karakter.
CLIENT_HELP_INC_000514,Name,Nama
CLIENT_HELP_INC_000515,The given name of the avatar/character.,Nama Avatar / Character.
CLIENT_HELP_INC_000516,Job,Job
CLIENT_HELP_INC_000517,This shows the job/class that the player has chosen for his character.,Ini menunjukkan Job/Class yang telah dipilih pemain untuk karakternya.
CLIENT_HELP_INC_000518,Level,Level
CLIENT_HELP_INC_000519,This increases according to the accumulated experience. You get new Stat Points and Skill Points for every level reached.,Ini meningkat sesuai dengan akumulasi experience. Kamu akan mendapatkan Stat Points dan Skill Points baru untuk setiap level yang dicapai.
CLIENT_HELP_INC_000520,placholder 33,placholder 33
CLIENT_HELP_INC_000521,placholder 34,placholder 34
CLIENT_HELP_INC_000522,placholder 35,placholder 35
CLIENT_HELP_INC_000523,placholder 36,placholder 36
CLIENT_HELP_INC_000524,Strength,Strength
CLIENT_HELP_INC_000525,Weapon attack rate increases except for wands and bows.,Meningkatkan weapon attack rate kecuali untuk wand & bow.
CLIENT_HELP_INC_000526,Stamina,Stamina
CLIENT_HELP_INC_000527,"Affects HP, FP, Defense and HP/FP restoration rate.","Berefek pada HP, FP, Defense, dan HP/FP restoration rate."
CLIENT_HELP_INC_000528,Dexterity,Dexterity
CLIENT_HELP_INC_000529,"Affects accuracy, attack speed, dodge rate, block rate, critical chance and bow attack power.","Berefek pada Accuracy, Attack Speed, Dodge Rate, Block Rate, Critical Chance dan Bow Attack Power."
CLIENT_HELP_INC_000530,Intelligence,Intelligence
CLIENT_HELP_INC_000531,"Affects maximum MP, MP restoration amount, magic power and magic defense.","Berefek pada Maksimum MP, MP regen, Magic Power dan Magic Defense."
CLIENT_HELP_INC_000532,HP (life),HP (life)
CLIENT_HELP_INC_000533,This is the vitality of the character and the character will die if it reaches 0. You can recover it with food and pill items.,Ini adalah vitalitas karakter dan karakter akan mati jika vitalitas mencapai 0. Kamu dapat memulihkannya dengan item food dan pill.
CLIENT_HELP_INC_000534,MP (spirit),MP (spirit)
CLIENT_HELP_INC_000535,"This is for using magic, you can revive it by drinking refresher.",Ini dibutuhkan untuk menggunakan magic. Kamu dapat memulihkannya dengan meminum refresher.
CLIENT_HELP_INC_000536,FP (endurance),FP (endurance)
CLIENT_HELP_INC_000537,This is needed to use physical skills. It can be replenished by resting/sitting down but it can be immediately recovered by using vitality drink items.,"Ini diperlukan untuk dapat menggunakan physical skills. Kamu dapat memulihkannya dengan beristirahat seperti duduk, namun juga dapat dipulihkan secara cepat dengan menggunakan vitality drink items."
CLIENT_HELP_INC_000538,Exp (experience),Exp (experience)
CLIENT_HELP_INC_000539,This is required to raise the level of a character. It can be earned by killing monsters or through quests.,Ini diperlukan untuk menaikkan level dari karakter. Kamu bisa mendapatkannya dengan manghabisi monster ataupun dari reward quest.
CLIENT_HELP_INC_000540,Skills,Skills
CLIENT_HELP_INC_000541,Skills get stronger as you level and put more points into them.,Skill akan jadi lebih kuat seiring dengan level dan poin yang ditambahkan pada skill tersebut.
CLIENT_HELP_INC_000542,Stat points,Stat points
CLIENT_HELP_INC_000543,"This is the point you get when you level up. You can distribute the points to your STR,STA,DEX, and INT.","Ini adalah poin yang akan didapat seiring dengan kenaikan level karakter kamu. Kamu dapat mendistribusikannya pada STR, STA, DEX, dan INT."
CLIENT_HELP_INC_000544,Extra ability,Extra ability
CLIENT_HELP_INC_000545,"Some skills require you to become a Hero before being usable, and require special training to be leveled / trained.",Beberapa skill memerlukanmu untuk menjadi Hero sebelum dapat digunakan. Skill tersebut juga memerlukan training spesial untuk dinaikkan levelnya.
CLIENT_HELP_INC_000546,Attack,Attack
CLIENT_HELP_INC_000547,This shows the Attack Capacity of a character. The character’s equipment and supportive skills cast on the character also influences this.,Ini adalah attack capacity yang dimiliki oleh seorang karakter. Attack juga dipengaruhi oleh equipment serta skill support yang sedang berjalan pada karakter tersebut.
CLIENT_HELP_INC_000548,Defense,Defense
CLIENT_HELP_INC_000549,This shows the Defense Capacity of a character. The character’s equipment and supportive skills cast on the character also influences this.,Ini adalah defense capacity yang dimiliki oleh seorang karakter. Defense juga dipengaruhi oleh equipment serta skill support yang sedang berjalan pada karakter tersebut.
CLIENT_HELP_INC_000550,Critical hit rate,Critical hit rate
CLIENT_HELP_INC_000551,This means how much chance you have to make a critical hit.,Ini adalah kemungkinan dari seberapa sering karaktermu mengeluarkan critical hit.
CLIENT_HELP_INC_000552,Attack Speed,Attack Speed
CLIENT_HELP_INC_000553,This shows the Attack Rate of a character when attacking.,Attack Speed adalah kecepatan interval setiap serangan dari karakter.
CLIENT_HELP_INC_000554,Resisting power,Resisting power
CLIENT_HELP_INC_000555,This indicates how much “Reduced/Weakened magical damage” a character can receive.,"Hal ini adalah indikasi dari ""Reduced / Weakened Magical Damage"" yang diterima oleh karakter."
CLIENT_HELP_INC_000556,Properties,Properties
CLIENT_HELP_INC_000557,There are 5 elemental properties or attributes that exist in FLYFF. Each of these properties has a strength and weakness. A player can achieve the highest possible damage when he uses a weapon which is imbued with the property that is the weakness of his enemy’s property.,Ada 5 elemen properti atau atribut yang ada di FLYFF. Masing-masing properti ini memiliki kekuatan dan kelemahan. Seorang pemain dapat mencapai damage setinggi mungkin ketika dia menggunakan senjata yang dijiwai dengan properti yang merupakan kelemahan dari properti musuhnya.
CLIENT_HELP_INC_000558,Fire,Fire
CLIENT_HELP_INC_000559,Fire A property that is strong against the Wind property but is weak against the Water property.,Element Fire unggul terhadap Element Wind tapi lemah terhadap Element Water.
CLIENT_HELP_INC_000560,Water,Water
CLIENT_HELP_INC_000561,Water. A property that is as strong against the Fire Property but is weak against the Electricity property.,Element Water unggul terhadap Element Fire tapi lemah terhadap Element Electricity.
CLIENT_HELP_INC_000562,Electricity,Electricity
CLIENT_HELP_INC_000563,A property that is strong against the Water Property but weak against the Earth Property.,Unggul terhadap Element Water tapi lemah terhadap Element Earth.
CLIENT_HELP_INC_000564,Earth,Earth
CLIENT_HELP_INC_000565,earth A property that is strong against the Electricity Property but weak against the Wind Property.,Elemen Tanah unggul terhadap Elemen Listrik namun lemah terhadap Elemen Angin.
CLIENT_HELP_INC_000566,Wind,Wind
CLIENT_HELP_INC_000567,A property that is strong against the Earth Property but weak against the Fire property.,Unggul terhadap Element Earth tapi lemah terhadap Element Fire.
CLIENT_HELP_INC_000568,Enchant,Enchant
CLIENT_HELP_INC_000569,"Upgrading means making the item more powerful. Each item can be normally upgraded over 10 levels, and weapons / armor chest pieces can be elementally upgraded over 10 levels. If the upgrade fails, there is no penalty between levels 1 and 3, but from levels 4-10 the item will be lost.","Upgrade membuat item menjadi lebih kuat. Setiap item biasanya di upgrade hingga 10 level, dan weapon / armor chest dapat diupgrade elementnya sampai dengan level 10. Tidak ada penalti untuk upgrade yang gagal pada level 1 ~ 3. Tetapi jika upgrade gagal pada level 4 ~ 10, maka item akan hilang."
CLIENT_HELP_INC_000570,Attribute Enchant,Attribute Enchant
CLIENT_HELP_INC_000571,"Your item can receive an attribute modifier (visible in the name of the item) through various means, granting it extra STR, STA, DEX and/or INT.","Item kamu bisa mendapatkan attribute modifier (terlihat pada nama item) melalui berbagai cara yang mana dapat memberikan ekstra STR, STA, DEX, dan/atau INT."
CLIENT_HELP_INC_000572,Fire Upgrade,Fire Upgrade
CLIENT_HELP_INC_000573,"When you refine an item with the Fire property, you’ll need a Fire Property Card. When an item is imbued with the Fire Property the item becomes weak to Water but stronger against Wind.","Saat kamu Refine item dengan Element Fire, kamu akan membutuhkan Fire Property Card. Saat item ditambahkan Element Fire, maka item tersebut menjadi lemah terhadap Element Water tapi kuat terhadap Element Wind."
CLIENT_HELP_INC_000574,Water Upgrade,Water Upgrade
CLIENT_HELP_INC_000575,"When you refine an item with the Water property, you’ll need a Water Property Card. When an item is imbued with the Water Property the item becomes weak to Electricity but stronger against Fire.","Saat kamu Refine item dengan Element Water, kamu akan membutuhkan Water Property Card. Saat item ditambahkan Element Water, maka item tersebut menjadi lemah terhadap Element Electricity tapi kuat terhadap Element Fire."
CLIENT_HELP_INC_000576,Electric Upgrade,Electric Upgrade
CLIENT_HELP_INC_000577,"When you refine an item with the Electricity property, you’ll need an Electricity Property Card. When an item is imbued with the Electricity Property the item becomes weak to Earth but stronger against Water.","Saat kamu Refine item dengan Element Electricity, kamu akan membutuhkan Electricity Property Card. Saat item ditambahkan Element Electricity, maka item tersebut menjadi lemah terhadap Element Earth tapi kuat terhadap Element Water."
CLIENT_HELP_INC_000578,Wind Upgrade,Wind Upgrade
CLIENT_HELP_INC_000579,"When you refine an item with the Wind property, you’ll need a Wind Property Card. When an item is imbued with the Wind Property the item becomes weak to Fire but stronger against Earth.","Saat kamu Refine item dengan Element Wind, kamu akan membutuhkan Wind Property Card. Saat item ditambahkan Element Wind, maka item tersebut menjadi lemah terhadap Element Fire tapi kuat terhadap Element Earth."
CLIENT_HELP_INC_000580,Earth Upgrade,Earth Upgrade
CLIENT_HELP_INC_000581,"When you refine an item with the Earth property, you’ll need an Earth Property Card. When an item is imbued with the Earth Property the item becomes weak to Wind but stronger against Electricity.","Saat kamu Refine item dengan Element Earth, kamu akan membutuhkan Earth Property Card. Saat item ditambahkan Element Earth, maka item tersebut menjadi lemah terhadap Element Wind tapi kuat terhadap Element Electricity."
CLIENT_HELP_INC_000582,General Upgrade,General Upgrade
CLIENT_HELP_INC_000583,"Normal upgrade means a non-element upgrade. Power Dice are required to upgrade, there are 5 types of Power Dice, 4, 6, 8, 10 and 12.","Normal Upgrade maksudnya adalah Non-element Upgrade. Power Dice dibutuhkan untuk Upgrade ini. Terdapat 5 macam Power Dice, yaitu Power Dice 4, 6, 8, 10, dan 12."
CLIENT_HELP_INC_000584,Ultimate Weapon Upgrade,Ultimate Weapon Upgrade
CLIENT_HELP_INC_000585,"You can make an Ultimate Weapon with a +10 upgraded unique weapon by using the Ultimate Weapon Upgrade. The maximum upgrade for an Ultimate weapon is up to +10 the same as any other item upgrade but it needs 'Shining Orikalkum'. The Ultimate upgrade is available only for weapons, and the item is destroyed in case of a failure. From +6 you are able to socket your weapon.","Kamu dapat membuat Ultimate Weapon dengan +10 Upgraded Unique Weapon menggunakan Ultimate Weapon Upgrade. Maksimum Upgrade untuk Ultimate Weapon adalah +10 dan membutuhkan 'Shining Orikalkum'. Ultimate Upgrade hanya tersedia untuk Weapon yang mana item akan hancur jika terjadi kegagalan. Mulai dari Upgrade +6, kamu dapat menambahkan Socket ke dalam weaponmu."
CLIENT_HELP_INC_000586,placholder 39,placholder 39
CLIENT_HELP_INC_000587,placholder 40,placholder 40
CLIENT_HELP_INC_000588,placholder 41,placholder 41
CLIENT_HELP_INC_000589,placholder 42,placholder 42
CLIENT_HELP_INC_000590,placholder 43,placholder 43
CLIENT_HELP_INC_000591,placholder 44,placholder 44
CLIENT_HELP_INC_000592,placholder 45,placholder 45
CLIENT_HELP_INC_000593,placholder 46,placholder 46
CLIENT_HELP_INC_000594,placholder 47,placholder 47
CLIENT_HELP_INC_000595,placholder 48,placholder 48
CLIENT_HELP_INC_000596,Building,Building
CLIENT_HELP_INC_000597,Information about the buildings that provide services.,Informasi tentang bangunan yang menyediakan layanan.
CLIENT_HELP_INC_000598,Lodestar,Lodestar
CLIENT_HELP_INC_000599,This is a structure that gathers spiritual life and resurrects players who died. It is located inside a city or a wide open clearing.,Struktur mistis tempat berkumpulnya energi kehidupan yang dapat membangkitkan karakter yang mati. Terdapat didalam kota atapun di Field.
CLIENT_HELP_INC_000600,Lodelight,Lodelight
CLIENT_HELP_INC_000601,This is a structure that functions like a Lodestar but it resurrects a player in a place near the hunting grounds.,Struktur ini berfungsi seperti Lodestar tetapi membangkitkan pemain di tempat dekat tempat berburu.
CLIENT_HELP_INC_000602,Weapon shop,Weapon shop
CLIENT_HELP_INC_000603,"This place sells weapons for the 1st job class such as vagrant, mercenary, and acrobat. It also sells weapons for the 2nd job class such as knight, blade, ringmaster, billposter, jester, and ranger.","Tempat yang menjual Weapon untuk 1st Job Class seperti Vagrant, Mercenary, dan Acrobat. Tempat ini juga menjual Weapon untuk 2nd Job Class seperti Knight, Blade, Ringmaster, Billposter, Jester, dan Ranger."
CLIENT_HELP_INC_000604,Armor shop,Armor shop
CLIENT_HELP_INC_000605,"This place sells armor for Mercenaries, Assists, and Acrobats.","Tempat ini menjual Armor untuk Mercenaries, Assists, dan Acrobats."
CLIENT_HELP_INC_000606,Magic store,Magic store
CLIENT_HELP_INC_000607,"This place sells weapons, armor, and magic items best suited for Magicians.","Tempat ini menjual Weapon, Armor, dan Magic Item yang dapat digunakan Magician."
CLIENT_HELP_INC_000608,Food shop,Food shop
CLIENT_HELP_INC_000609,This shop sells food items that help recover HP,"Tempat ini menjual Food, item yang membantu memulihkan HP"
CLIENT_HELP_INC_000610,General merchandise,General merchandise
CLIENT_HELP_INC_000611,"This place sells Arrows, Posters, and those sorts of things.","Tempat ini menjual Arrow, Poster, dan berbagai benda sejenisnya."
CLIENT_HELP_INC_000612,Public Office,Public Office
CLIENT_HELP_INC_000613,"This place is for selling Perin, using your personal bank, and guild bank.",Tempat untuk menjual Perin serta menyediakan akses Personal Bank dan Guild Bank.
CLIENT_HELP_INC_000614,Station,Station
CLIENT_HELP_INC_000615,This shop sells Flight related items like Flight gears as well as guide’s player on how to fly.,Tempat ini menjual item yang berhubungan dengan penerbangan seperti Flight gears serta menyediakan petunjuk bagi player tentang tutorial untuk terbang.
CLIENT_HELP_INC_000616,Duel,Duel
CLIENT_HELP_INC_000617,A duel is a battle between 2 players. This is different from PK. It is called PvP (Player Vs Player) which can only start when 2 players agree to a duel. A duel has no penalties associated with it.,Duel adalah pertarungan antara 2 pemain. Ini berbeda dengan PK. Ini disebut PvP (Player Vs Player) yang hanya dapat dimulai ketika 2 pemain setuju untuk berduel. Duel tidak memiliki penalti yang terkait dengannya.
CLIENT_HELP_INC_000618,Fame,Fame
CLIENT_HELP_INC_000619,You will gain the fame if you keep winning duels. You will also gain  different titles as well.,Kau akan mendapatkan ketenaran jika terus memenangkan duel. Kau juga akan mendapatkan gelar yang berbeda juga.
CLIENT_HELP_INC_000620,Guild Combat Center,Guild Combat Center
CLIENT_HELP_INC_000621,This place is for applying and running guild sieges and 1 on 1 guild sieges. Only available on the 1st sub server.,Tempat ini untuk menerapkan dan menjalankan pengepungan guild dan pengepungan guild 1 lawan 1. Hanya tersedia di sub server ke-1.
CLIENT_HELP_INC_000622,Other inquiries,Other inquiries
CLIENT_HELP_INC_000623,Please visit the official homepage: $WEBSITE$ for more inquiries. Have a nice day.,Silahkan kunjungi official homepage: $WEBSITE$ untuk pertanyaan lebih lanjut. Semoga harimu menyenangkan.
CLIENT_HELP_INC_000624,Beauty shop,Beauty shop
CLIENT_HELP_INC_000625,You can change your hair style and color. The price varies based on the color and style you choose.,Kau dapat mengubah gaya dan warna rambutmu. Harganya bervariasi berdasarkan warna dan gaya yang kau pilih.
CLIENT_HELP_INC_000626,Private Shop,Private Shop
CLIENT_HELP_INC_000627,Items can be conveniently presented for sale to through this option. You can set the quantity and the price.,Barang-barang dapat disajikan dengan mudah untuk dijual melalui opsi ini. Anda dapat mengatur kuantitas dan harga.
CLIENT_HELP_INC_000628,"Open the Start menu, select Personal Shop, and the Personal Shop window will appear.","Buka menu Start, pilih Personal Shop, dan jendela Personal Shop akan muncul."
CLIENT_HELP_INC_000629,Drag the items you wish to sell from your inventory and drop them into the Personal Shop window.,Seret item yang ingin kamu jual dari inventory dan jatuhkan ke jendela Personal Shop.
CLIENT_HELP_INC_000630,"After dragging the item into the window, you can set the price for the item, and the quantity you wish to sell.","Setelah menyeret barang ke jendela, Anda dapat mengatur harga untuk barang tersebut, dan jumlah yang ingin Anda jual."
CLIENT_HELP_INC_000631,"Put a name in the Shop Name Window, and press OK. You can start selling items after that.","Letakkan nama di Shop Name Window, dan tekan OK. Anda dapat mulai menjual barang setelah itu."
CLIENT_HELP_INC_000632,Creating a Guild,Creating a Guild
CLIENT_HELP_INC_000633,"There are some basic requirements to creating a Guild. You will need a party of three players all at least level 40, then you have to complete a quest through the Public office NPC Helena in SM. Once finished you and your party members will become a guild.","Ada beberapa persyaratan dasar untuk membuat Guild. Kamu akan membutuhkan party yang terdiri dari tiga pemain setidaknya level 40, kamu harus menyelesaikan pencarian melalui Public office NPC Helena di SM. Setelah selesai, kamu dan anggota party Anda akan menjadi guild."
CLIENT_HELP_INC_000634,Raising the Guild Level,Raising the Guild Level
CLIENT_HELP_INC_000635,"Guild Members area able to contribute items and Penya towards raising the guild level. To contribute items, simply press the Support Button inside of the Guild Storage. Raising the Guild Level will open up various options to the Guild to help it grow and distinguish itself.","Area Guild Members dapat menyumbangkan item dan Penya untuk menaikkan level guild. Untuk menyumbangkan item, cukup tekan Support Button di dalam Guild Storage. Menaikkan Guild Level akan membuka berbagai opsi ke Guild untuk membantunya tumbuh dan membedakan dirinya sendiri."
CLIENT_HELP_INC_000636,Joining a Guild,Joining a Guild
CLIENT_HELP_INC_000637,Initially only a Guild Master has the authority to invite Guild members. But a Guild Master can give authority to any Guildie to recruit other members to his Guild.,Sebenarnya hanya Guild Master yang memiliki wewenang untuk mengundang anggota Guild. Tapi Guild Master bisa memberikan wewenang kepada Guildie mana pun untuk merekrut anggota lain ke Guild-nya.
CLIENT_HELP_INC_000638,Disbanding a Guild,Disbanding a Guild
CLIENT_HELP_INC_000639,"The Guild Master can disband the Guild by pressing the DISMISS button on the Guild Menu. Once the Guild is dismissed, it takes 2 days before Members can create or join a new Guild.","Guild Master dapat membubarkan Guild dengan menekan tombol DISMISS pada Guild Menu. Setelah Guild ditutup, dibutuhkan waktu 2 hari sebelum Members dapat membuat atau bergabung dengan Guild baru."
CLIENT_HELP_INC_000640,Managing Guild Members,Managing Guild Members
CLIENT_HELP_INC_000641,"The Guild Master can manage his Guild from the Guild Menu. He can set things such as promotions, demotions, nicknames, kicking from Guild, etc.","Guild Master dapat mengelola Guildnya dari Guild Menu. Guild Master dapat mengatur hal-hal seperti promosi, penurunan pangkat, nama panggilan, menendang dari Guild, dll."
CLIENT_HELP_INC_000642,Managing Guild Ranks,Managing Guild Ranks
